# TypeTokenRatio, GuiraudsIndex, Yule's_K, HapaxLegonema, AdvancedGuiraud, Avaliacao
1.23762,9.03371,37.12000,101.00000,3.57771,450.00000
1.32895,7.56228,98.02960,76.00000,2.58710,400.00000
1.14815,8.39931,32.37368,81.00000,2.38499,600.00000
1.23200,10.07279,40.47900,125.00000,3.06213,350.00000
1.13861,9.41830,31.75803,101.00000,3.82327,850.00000
1.45238,5.37755,134.37248,42.00000,1.53644,0.00000
1.09574,9.26210,22.62230,94.00000,3.74425,1000.00000
1.09322,10.38932,14.42221,118.00000,4.49030,700.00000
1.35294,9.37851,75.61437,119.00000,3.07363,450.00000
1.25234,9.24339,40.09802,107.00000,4.14657,650.00000
1.06410,8.56161,17.41907,78.00000,2.85387,650.00000
1.10084,10.39708,13.98520,119.00000,4.98011,350.00000
1.27835,8.71086,53.32986,97.00000,3.68191,650.00000
1.13281,10.62982,18.07372,128.00000,4.48446,500.00000
1.11940,7.73649,49.77778,67.00000,3.69504,400.00000
1.13380,11.19117,16.97465,142.00000,4.57104,400.00000
1.25490,9.01561,72.02148,102.00000,3.71231,400.00000
1.15714,10.99944,23.62445,140.00000,3.92837,400.00000
1.07519,11.12202,14.67064,133.00000,4.43208,750.00000
1.14130,8.97828,23.58277,92.00000,2.14698,350.00000
1.08861,8.51879,35.15414,79.00000,3.88198,300.00000
1.09524,9.79130,19.65974,105.00000,4.47602,200.00000
1.18382,10.71830,36.26403,136.00000,5.20153,550.00000
1.05556,10.11513,10.77255,108.00000,4.21464,800.00000
1.19565,8.77186,39.66942,92.00000,2.95573,450.00000
1.13402,9.24859,28.09917,97.00000,3.05108,300.00000
1.12397,10.37566,18.38235,121.00000,3.42997,850.00000
1.20714,10.76923,30.81125,140.00000,4.61538,950.00000
1.10891,9.54360,23.91582,101.00000,4.34659,350.00000
1.24752,8.99780,41.57218,101.00000,4.98888,550.00000
1.19298,9.77542,47.57785,114.00000,3.17272,900.00000
1.27200,9.91314,89.39520,125.00000,4.67900,900.00000
1.06186,9.55769,11.31115,97.00000,3.74425,850.00000
1.09859,8.03917,26.29849,71.00000,3.28360,300.00000
1.30000,10.37749,50.71851,140.00000,3.26150,250.00000
1.09412,8.81409,23.12406,85.00000,2.48868,650.00000
1.05128,8.61366,14.87210,78.00000,3.53381,300.00000
1.20339,7.00201,55.54453,59.00000,2.01753,300.00000
1.10526,10.15593,16.37692,114.00000,3.91983,500.00000
1.28000,6.25000,87.89062,50.00000,2.37500,300.00000
1.21519,8.06290,62.93403,79.00000,2.34743,200.00000
1.28070,6.67135,75.06099,57.00000,2.22378,300.00000
1.12903,9.07587,34.46712,93.00000,3.12288,450.00000
1.12941,8.67528,30.38194,85.00000,3.16392,0.00000
1.07692,9.82708,12.75510,104.00000,3.02372,600.00000
1.21094,10.28121,42.45578,128.00000,3.69481,600.00000
1.02299,9.22198,5.04987,87.00000,5.40599,600.00000
1.12727,6.98501,41.62331,55.00000,2.79400,100.00000
1.52941,5.77461,230.11177,51.00000,1.58519,350.00000
1.27083,6.14577,102.12309,48.00000,1.79252,250.00000
1.09877,12.14241,10.73097,162.00000,4.79700,650.00000
1.09901,9.58650,22.72543,101.00000,4.55596,750.00000
1.14444,8.86796,32.04826,90.00000,3.84278,800.00000
1.17949,5.75024,160.68053,39.00000,1.91675,350.00000
1.14286,9.26013,35.07653,98.00000,3.96863,550.00000
1.23762,9.03371,44.80000,101.00000,4.11437,950.00000
1.12621,9.56331,26.75386,103.00000,3.24967,800.00000
1.25532,8.65340,63.20023,94.00000,1.74909,550.00000
1.08824,7.90484,32.87071,68.00000,3.25493,900.00000
1.30435,8.39841,72.22222,92.00000,2.73861,850.00000
1.16832,9.29780,27.29101,101.00000,4.60287,1000.00000
1.32609,10.20125,53.74899,138.00000,3.03081,550.00000
1.18367,6.43402,71.34364,49.00000,2.23221,0.00000
1.26562,7.11111,70.11126,64.00000,2.00000,400.00000
1.18243,11.18775,24.16327,148.00000,3.47727,750.00000
1.09091,7.77817,23.14815,66.00000,2.35702,650.00000
1.25000,6.92820,60.44444,60.00000,2.19393,700.00000
1.15652,9.97176,23.74357,115.00000,4.07542,600.00000
1.16250,8.29561,32.37368,80.00000,2.69607,450.00000
1.09244,10.43699,14.20118,119.00000,5.08694,600.00000
1.23577,9.97662,37.22299,123.00000,4.46109,450.00000
1.15942,7.71443,43.75000,69.00000,2.34787,450.00000
1.13592,9.52235,39.44773,103.00000,4.16025,400.00000
1.24510,9.05104,50.84010,102.00000,2.57333,700.00000
1.15942,10.90986,28.12500,138.00000,4.19002,1000.00000
1.05769,12.14458,7.34619,156.00000,5.13809,500.00000
1.25275,8.52293,46.16805,91.00000,3.55903,400.00000
1.25862,9.60023,45.97485,116.00000,3.55871,800.00000
1.13953,8.68731,27.07205,86.00000,3.73756,350.00000
1.13333,7.27607,38.92734,60.00000,2.42536,500.00000
1.27723,8.89255,52.88144,101.00000,2.28917,500.00000
1.08791,9.14584,16.32486,91.00000,4.22116,450.00000
1.26596,8.61697,50.84387,94.00000,2.93344,750.00000
1.26263,8.85483,51.20000,99.00000,3.75659,350.00000
1.19118,7.55556,51.82137,68.00000,1.77778,250.00000
1.17582,8.79730,40.17818,91.00000,2.80354,600.00000
1.12500,9.97775,27.71479,112.00000,4.27618,500.00000
1.11842,8.24336,33.21799,76.00000,3.68782,550.00000
1.26846,10.83816,54.86968,149.00000,3.78244,800.00000
1.10092,9.95029,18.05556,109.00000,4.38178,300.00000
1.06667,9.18559,13.02083,90.00000,4.69486,500.00000
1.26316,9.50000,51.11883,114.00000,3.58333,400.00000
1.13830,9.08732,29.69692,94.00000,2.51351,500.00000
1.20168,9.95128,89.97995,119.00000,4.01396,750.00000
1.23810,7.13335,72.32084,63.00000,2.37778,300.00000
1.13245,11.54726,17.78325,151.00000,5.50598,500.00000
1.24828,10.77777,35.40795,145.00000,3.64214,400.00000
1.01923,7.14275,7.11997,52.00000,3.84610,700.00000
1.02778,8.36983,7.30460,72.00000,3.60368,350.00000
1.14458,8.51562,35.45706,83.00000,2.77014,800.00000
1.19737,7.96696,55.54885,76.00000,2.93520,700.00000
1.48864,7.68860,93.23466,88.00000,2.79585,350.00000
1.24096,8.17823,56.55575,83.00000,3.44865,300.00000
1.20000,9.57427,29.84389,110.00000,4.00379,650.00000
1.30000,7.33799,65.20952,70.00000,3.14485,350.00000
1.16949,10.04483,35.70678,118.00000,2.97940,800.00000
1.10526,8.29228,53.85488,76.00000,3.05505,150.00000
1.13699,11.33180,18.87066,146.00000,4.03598,500.00000
1.25962,9.08652,46.61733,104.00000,3.14533,600.00000
1.09756,8.64356,24.69136,82.00000,3.26769,250.00000
1.26923,9.05204,53.94858,104.00000,2.95932,300.00000
1.14286,9.26013,33.48214,98.00000,3.40168,350.00000
1.47273,6.11111,137.17421,55.00000,2.55556,300.00000
1.18571,7.68350,43.54768,70.00000,3.07340,600.00000
1.04808,9.96139,8.41680,104.00000,4.40600,250.00000
1.32812,6.94177,99.65398,64.00000,2.27777,400.00000
1.12644,8.78833,27.07205,87.00000,3.93959,350.00000
1.45238,9.31419,78.83186,126.00000,3.47434,850.00000
1.36082,8.44277,105.60147,97.00000,3.39451,750.00000
1.17021,6.33748,52.89256,47.00000,1.48324,250.00000
1.29545,8.24196,87.71930,88.00000,2.90342,450.00000
1.15854,8.41302,37.67313,82.00000,3.48833,350.00000
1.19531,10.34819,29.90303,128.00000,3.71888,900.00000
1.30435,8.39841,59.72222,92.00000,2.82990,550.00000
1.22695,10.72003,38.09015,141.00000,3.49732,200.00000
1.16092,8.65682,39.21184,87.00000,3.48263,400.00000
1.08081,9.57069,20.96253,99.00000,4.83368,200.00000
1.29545,8.24196,76.94675,88.00000,3.46537,100.00000
1.26531,6.22301,114.46410,49.00000,2.28600,150.00000
1.14516,7.35805,47.60960,62.00000,3.08563,200.00000
1.14286,9.26013,31.88776,98.00000,3.68515,400.00000
1.13208,9.67643,22.22222,106.00000,4.10792,300.00000
1.19101,8.64444,37.37985,89.00000,3.88514,400.00000
1.16000,9.28477,26.75386,100.00000,3.89960,500.00000
1.08140,8.91778,16.18684,86.00000,3.83672,350.00000
1.32584,8.19311,113.47314,89.00000,3.59024,50.00000
1.28736,8.22073,79.71939,87.00000,3.11821,350.00000
1.27160,7.98117,82.94844,81.00000,2.85745,500.00000
1.27826,9.48504,54.60688,115.00000,2.88675,850.00000
1.11702,9.17346,19.95465,94.00000,3.02529,900.00000
1.17949,8.13206,44.89603,78.00000,2.60643,400.00000
1.14943,8.70000,34.00000,87.00000,3.30000,750.00000
1.16216,7.97963,32.44997,74.00000,2.48015,350.00000
1.03937,11.05393,5.73921,127.00000,4.35194,100.00000
1.06944,8.20516,16.86625,72.00000,2.73505,150.00000
1.39344,6.61638,119.03114,61.00000,2.16930,600.00000
1.20909,9.53821,44.09520,110.00000,4.42226,850.00000
1.25000,7.15542,71.87500,64.00000,2.34787,250.00000
1.04032,10.91759,6.00925,124.00000,4.31421,500.00000
1.36885,9.44064,74.58138,122.00000,2.94053,300.00000
1.36364,7.51443,94.33107,77.00000,2.43975,500.00000
1.10606,7.72472,30.02439,66.00000,3.04307,350.00000
1.15429,12.31296,20.58622,175.00000,4.29195,500.00000
1.08791,9.14584,20.40608,91.00000,2.51259,450.00000
1.08824,7.90484,21.91381,68.00000,2.20871,400.00000
1.13158,10.03714,21.63332,114.00000,3.43376,900.00000
1.11184,11.69231,14.70537,152.00000,4.92308,300.00000
1.07843,11.91103,11.01928,153.00000,5.60519,700.00000
1.12500,8.43274,29.62963,80.00000,3.47851,450.00000
1.21918,7.73798,58.07348,73.00000,2.86199,250.00000
1.11957,9.06503,24.50749,92.00000,3.74425,750.00000
1.25287,8.33309,69.01776,87.00000,3.06504,850.00000
1.11290,10.55558,18.90359,124.00000,4.25628,700.00000
1.11650,9.60480,24.19660,103.00000,3.45027,900.00000
1.39048,8.68986,73.18446,105.00000,2.81386,800.00000
1.10909,7.04203,37.62429,55.00000,3.84111,200.00000
1.16250,8.29561,50.87293,80.00000,3.94042,550.00000
1.21277,8.80391,49.24592,94.00000,3.55903,500.00000
1.17722,11.58512,26.59267,158.00000,3.88615,1000.00000
1.23469,8.90909,47.81094,98.00000,3.45455,750.00000
1.11392,8.42143,28.40909,79.00000,3.30461,500.00000
1.20930,10.32827,40.26956,129.00000,3.92314,200.00000
1.30769,7.05024,91.34948,65.00000,2.71163,250.00000
1.25806,8.59785,71.59033,93.00000,3.51310,600.00000
1.08108,10.13287,15.27778,111.00000,4.56435,700.00000
1.08738,9.73259,15.94388,103.00000,3.77964,500.00000
1.27273,9.29670,50.00000,110.00000,3.21159,800.00000
1.14912,9.96023,25.63953,114.00000,4.36852,200.00000
1.15254,10.11842,25.95156,118.00000,3.85872,400.00000
1.06849,8.26562,16.43655,73.00000,3.51006,100.00000
1.15337,11.88800,18.10774,163.00000,5.61580,1000.00000
1.14286,10.20417,21.62630,119.00000,4.20172,350.00000
1.16216,7.97963,37.85830,74.00000,2.80365,400.00000
1.31915,5.96901,109.26119,47.00000,3.30200,0.00000
1.22826,8.65463,48.55509,92.00000,3.01031,300.00000
1.18280,8.86720,41.32231,93.00000,3.43247,950.00000
1.05405,8.37885,13.14924,74.00000,3.84974,300.00000
1.17045,8.67090,35.81864,88.00000,2.66039,600.00000
1.19540,8.53105,35.13314,87.00000,2.54951,200.00000
1.17593,9.58345,33.48007,108.00000,3.90437,600.00000
1.32479,9.39767,61.60250,117.00000,3.37352,150.00000
1.20000,8.16497,45.57292,80.00000,2.85774,500.00000
1.07609,9.24635,18.36547,92.00000,3.31662,600.00000
1.24742,8.81818,47.81094,97.00000,2.90909,400.00000
1.20161,10.15848,28.82753,124.00000,2.94923,350.00000
1.11538,10.79591,19.97622,130.00000,3.98618,800.00000
1.10989,9.05484,23.52711,91.00000,3.28362,300.00000
1.13208,9.67643,26.38889,106.00000,3.37762,750.00000
1.12766,6.45595,49.83980,47.00000,2.74721,0.00000
1.06316,9.45285,11.76355,95.00000,3.38313,750.00000
1.28235,8.14152,57.23424,85.00000,2.68191,250.00000
1.14607,8.81231,32.67974,89.00000,2.97044,700.00000
1.21818,9.50255,34.52885,110.00000,3.71463,700.00000
1.22078,7.94194,52.05976,77.00000,2.26913,250.00000
1.28916,8.02391,71.62198,83.00000,3.48025,600.00000
1.05376,9.39442,10.41233,93.00000,3.63655,350.00000
1.08696,10.28591,17.92000,115.00000,3.39882,750.00000
1.26250,7.96030,62.73895,80.00000,2.68660,700.00000
1.18681,8.75648,48.01097,91.00000,2.59808,300.00000
1.17045,8.67090,33.93345,88.00000,3.05452,300.00000
1.10938,10.74152,19.83733,128.00000,4.44766,450.00000
1.19048,8.40000,40.00000,84.00000,2.80000,150.00000
1.20690,8.49033,41.72336,87.00000,3.80601,250.00000
1.00000,8.83176,0.00000,78.00000,3.73651,350.00000
1.32530,7.91374,62.80992,83.00000,3.05108,300.00000
1.12264,9.71700,22.59727,106.00000,3.20844,500.00000
1.06796,9.82066,14.87603,103.00000,5.33939,400.00000
1.15179,9.86105,25.23887,112.00000,3.87398,900.00000
1.08092,12.65101,9.15096,173.00000,5.92331,900.00000
1.09302,8.87022,22.63468,86.00000,3.40369,350.00000
1.15068,7.96495,36.84807,73.00000,3.92792,550.00000
1.28972,9.10844,89.26696,107.00000,3.23477,1000.00000
1.25000,8.00000,88.00000,80.00000,3.10000,650.00000
1.26050,9.71631,48.88889,119.00000,2.77609,500.00000
1.16842,9.01700,32.46490,95.00000,4.08138,500.00000
1.15686,11.50018,21.70513,153.00000,5.48702,850.00000
1.25664,9.48275,44.63400,113.00000,2.68538,600.00000
1.18261,9.86117,33.52076,115.00000,3.68722,800.00000
1.10843,8.65335,25.99244,83.00000,3.44049,650.00000
1.13235,7.74932,37.10575,68.00000,2.39317,200.00000
1.13846,7.55610,40.17531,65.00000,3.25493,350.00000
1.15686,9.38986,28.72738,102.00000,3.31407,0.00000
1.20652,8.73225,38.95788,92.00000,2.65764,450.00000
1.16949,10.04483,25.20479,118.00000,3.83065,250.00000
1.16327,9.17854,27.70083,98.00000,4.12098,950.00000
1.17526,9.08488,30.77870,97.00000,3.46537,500.00000
1.19718,10.89090,37.37024,142.00000,4.37170,450.00000
1.15385,11.13253,19.83471,143.00000,4.28174,350.00000
1.16418,7.58626,69.03353,67.00000,3.17038,300.00000
1.15385,8.88069,43.53741,91.00000,3.70842,400.00000
1.12651,12.13912,16.01418,166.00000,4.82640,250.00000
1.11628,8.77734,21.70139,86.00000,3.06186,300.00000
1.11224,9.38670,20.20032,98.00000,3.06504,600.00000
1.09574,9.26210,20.73711,94.00000,3.54719,300.00000
1.22826,8.65463,53.25397,92.00000,2.53995,650.00000
1.15909,8.71330,36.52441,88.00000,3.36650,950.00000
1.22500,8.08122,60.39150,80.00000,3.13147,250.00000
1.41304,5.70560,184.61538,46.00000,2.60473,550.00000
1.10185,9.90034,16.94796,108.00000,4.85850,650.00000
1.26364,9.33008,53.82744,110.00000,3.30794,800.00000
1.06667,6.49519,26.04167,45.00000,1.73205,250.00000
1.32710,8.97924,58.52013,107.00000,2.68538,500.00000
1.24390,8.11921,78.81584,82.00000,3.06946,500.00000
1.12281,7.12500,34.17969,57.00000,2.37500,400.00000
1.13740,10.73194,26.12495,131.00000,4.99731,0.00000
1.13274,9.98788,26.85547,113.00000,3.62392,300.00000
1.11613,11.78443,18.04270,155.00000,4.78980,350.00000
1.09449,10.77200,16.56229,127.00000,5.34359,300.00000
1.26136,8.35259,43.82761,88.00000,2.18306,150.00000
1.13889,7.95107,62.46282,72.00000,2.76079,400.00000
1.18182,9.15255,52.59698,99.00000,3.23575,550.00000
1.19084,10.48839,32.05128,131.00000,3.92314,700.00000
1.25000,7.37564,69.20415,68.00000,2.27777,450.00000
1.12791,8.73198,25.50749,86.00000,3.45218,200.00000
1.11504,10.06684,28.97455,113.00000,5.25614,350.00000
1.03125,5.57048,18.36547,32.00000,2.26301,0.00000
1.20988,8.18224,60.39150,81.00000,2.62640,500.00000
1.10714,8.71039,23.12406,84.00000,5.39215,250.00000
1.26531,10.77856,51.45103,147.00000,3.22624,500.00000
1.15854,8.41302,33.24100,82.00000,2.25715,350.00000
1.08387,11.95851,10.62925,155.00000,4.78340,600.00000
1.20513,8.04509,58.85016,78.00000,3.30055,200.00000
1.10345,8.87940,23.87153,87.00000,3.16392,400.00000
1.15217,6.31859,56.95977,46.00000,1.64833,50.00000
1.20690,9.80379,35.71429,116.00000,3.38062,700.00000
1.16667,6.80336,50.39053,54.00000,2.39377,300.00000
1.26667,7.69484,77.56233,75.00000,3.69352,300.00000
1.13380,11.19117,16.20308,142.00000,3.70412,700.00000
1.12871,9.45952,23.08403,101.00000,4.02732,350.00000
1.19388,9.06010,40.90876,98.00000,3.14330,600.00000
1.13636,8.80000,30.00000,88.00000,2.30000,600.00000
1.13699,8.01279,40.64451,73.00000,2.52458,300.00000
1.22727,7.33333,64.01463,66.00000,4.00000,100.00000
1.33871,6.80538,89.99855,62.00000,1.86599,300.00000
1.12281,10.07627,24.41406,114.00000,3.53553,200.00000
1.18391,8.57236,39.58903,87.00000,2.26626,0.00000
1.09756,8.64356,29.62963,82.00000,2.95146,450.00000
1.05319,9.44736,10.20304,94.00000,4.12066,750.00000
1.10390,8.35182,30.44983,77.00000,3.36242,0.00000
1.08182,10.08368,14.12330,110.00000,4.21681,700.00000
1.18667,11.24298,27.77427,150.00000,4.72205,500.00000
1.37209,5.59812,155.12784,43.00000,2.73397,100.00000
1.09474,9.31552,18.49112,95.00000,3.72621,500.00000
1.13253,8.56080,36.21548,83.00000,3.81626,500.00000
1.16970,11.87696,18.79245,165.00000,4.82277,600.00000
1.15493,7.84064,32.71862,71.00000,2.76079,800.00000
1.33696,8.29536,70.06412,92.00000,2.97551,500.00000
1.11111,9.85901,29.16667,108.00000,4.01663,900.00000
1.19595,11.12436,26.17383,148.00000,5.03603,600.00000
1.32812,6.94177,85.81315,64.00000,3.03703,350.00000
1.12698,7.47672,39.67467,63.00000,3.56034,250.00000
1.18182,8.62911,42.52959,88.00000,3.33397,600.00000
1.08333,9.98460,14.61027,108.00000,3.23575,800.00000
1.21538,10.34224,32.04615,130.00000,4.13690,450.00000
1.13600,10.48977,23.80480,125.00000,3.69240,800.00000
1.20183,9.52337,33.79756,109.00000,4.01904,400.00000
1.13000,9.40721,25.06069,100.00000,4.89175,450.00000
1.22785,8.02123,57.39186,79.00000,3.14757,0.00000
1.11111,10.26158,18.93491,117.00000,4.64841,250.00000
1.32500,9.51662,71.99082,120.00000,3.64804,550.00000
1.19318,8.58792,36.28118,88.00000,2.63493,300.00000
1.21505,8.74870,42.28992,93.00000,3.01031,800.00000
1.34831,14.07214,25.77160,267.00000,5.58669,900.00000
1.21154,9.26506,40.31242,104.00000,3.91983,500.00000
1.17143,7.73021,47.59072,70.00000,2.65036,550.00000
1.08725,11.70655,12.95534,149.00000,5.34258,500.00000
1.18182,8.62911,48.07692,88.00000,2.45145,500.00000
1.16260,10.28578,26.40716,123.00000,3.84671,600.00000
1.06667,6.49519,34.72222,45.00000,2.59808,250.00000
1.18367,9.09907,35.67182,98.00000,2.97113,500.00000
1.34211,9.21635,70.05852,114.00000,2.50620,400.00000
1.22835,10.16814,46.84418,127.00000,4.40352,750.00000
1.19841,10.25373,30.70041,126.00000,3.17377,800.00000
1.12281,10.07627,25.63477,114.00000,3.97748,250.00000
1.17582,8.79730,36.68443,91.00000,3.67360,350.00000
1.20000,8.16497,54.25347,80.00000,2.85774,250.00000
1.12308,7.60767,37.53049,65.00000,3.51123,500.00000
1.21782,9.10686,44.94679,101.00000,2.70501,250.00000
1.41228,8.98446,57.09656,114.00000,3.15244,600.00000
1.20000,9.78945,29.40559,115.00000,4.00091,100.00000
1.12048,8.60670,27.74887,83.00000,3.11086,550.00000
1.14894,9.04515,27.43484,94.00000,3.84900,400.00000
1.15094,6.78595,42.99919,53.00000,3.32896,0.00000
1.30864,7.86742,62.29975,81.00000,2.13683,900.00000
1.29268,5.63178,163.75934,41.00000,1.92305,0.00000
1.07619,9.87757,17.22923,105.00000,3.38660,500.00000
1.13793,8.74383,32.64973,87.00000,2.41209,400.00000
1.09302,8.87022,18.10774,86.00000,3.81626,250.00000
1.08140,8.91778,16.18684,86.00000,3.00716,900.00000
1.20896,7.44444,54.86968,67.00000,2.66667,300.00000
1.27642,9.81647,42.19238,123.00000,4.15005,400.00000
1.10667,8.23232,29.03179,75.00000,3.40269,350.00000
1.19167,10.03490,31.29737,120.00000,4.09759,650.00000
1.44156,7.30852,107.13416,77.00000,1.80340,450.00000
1.27368,8.63636,58.73916,95.00000,3.36364,650.00000
1.10435,10.20460,40.92008,115.00000,3.63816,700.00000
1.21053,6.86199,100.81916,57.00000,1.44463,200.00000
1.19780,8.71622,52.18416,91.00000,3.16083,450.00000
1.12500,10.66667,19.29012,128.00000,3.50000,300.00000
1.39024,7.68000,112.34226,82.00000,3.37171,400.00000
1.11765,8.72082,28.80886,85.00000,2.66754,600.00000
1.14894,6.39589,61.72840,47.00000,3.12990,100.00000
1.10072,11.23748,13.66996,139.00000,4.52733,600.00000
1.11828,9.11940,29.58580,93.00000,4.51067,800.00000
1.14159,9.94910,31.24812,113.00000,3.87398,600.00000
1.08989,9.03658,17.00500,89.00000,2.94450,400.00000
1.13699,8.01279,31.93497,73.00000,2.63434,450.00000
1.43519,8.67477,103.22581,108.00000,3.13256,900.00000
1.05556,9.23381,11.08033,90.00000,3.28313,400.00000
1.18421,9.81156,28.53224,114.00000,2.92625,200.00000
1.12500,8.00000,39.62811,72.00000,3.11111,600.00000
1.17476,9.36364,40.98081,103.00000,3.18182,500.00000
1.10092,9.95029,19.44444,109.00000,2.82990,900.00000
1.25714,7.46203,74.89669,70.00000,3.09141,0.00000
1.13514,9.88867,28.97455,111.00000,4.45435,900.00000
1.14679,9.74926,29.44000,109.00000,3.57771,400.00000
1.26190,9.99245,44.30205,126.00000,3.56873,350.00000
1.04516,12.17795,6.09663,155.00000,5.97112,0.00000
1.10390,8.35182,24.91349,77.00000,1.84391,350.00000
1.22034,9.83333,37.61574,118.00000,3.41667,550.00000
1.07576,7.83276,23.80480,66.00000,3.08563,500.00000
1.06061,9.66141,10.88435,99.00000,3.90360,700.00000
1.10744,10.45281,16.70751,121.00000,3.54186,500.00000
1.04396,9.33640,8.86427,91.00000,3.89872,350.00000
1.13423,11.46154,14.70537,149.00000,3.92308,600.00000
1.12245,9.34393,21.48760,98.00000,3.81385,400.00000
1.09821,10.09870,14.54161,112.00000,4.05751,300.00000
1.19549,10.54759,34.80875,133.00000,3.01360,650.00000
1.26829,9.84788,51.77515,123.00000,3.84308,500.00000
1.17797,10.00863,40.37058,118.00000,3.39276,250.00000
1.18919,7.88843,46.48760,74.00000,1.91881,500.00000
1.07955,9.02861,17.72853,88.00000,3.28313,650.00000
1.50000,8.32666,96.15385,104.00000,3.20256,500.00000
1.28125,8.65603,44.94679,96.00000,2.97551,350.00000
1.16216,7.97963,48.67496,74.00000,3.45065,600.00000
1.16822,9.57037,35.84000,107.00000,4.02492,150.00000
1.18868,9.44323,50.39053,106.00000,3.83074,350.00000
1.05682,9.12517,13.87444,88.00000,4.56259,100.00000
1.29670,8.37723,68.94571,91.00000,2.76172,500.00000
1.21538,7.31307,60.88768,65.00000,2.58770,500.00000
1.08917,12.00609,11.62751,157.00000,4.28243,500.00000
1.22667,7.81929,70.88847,75.00000,3.96177,900.00000
1.23077,8.59869,46.23724,91.00000,2.92922,300.00000
1.26667,7.69484,73.13019,75.00000,3.18053,500.00000
1.06481,10.07105,12.09830,108.00000,3.91652,150.00000
1.25806,8.59785,96.42779,93.00000,2.49615,150.00000
1.18182,9.15255,45.29184,99.00000,2.68105,400.00000
1.20000,8.89757,43.09018,95.00000,3.09073,800.00000
1.19048,5.93970,88.00000,42.00000,1.83848,300.00000
1.12389,10.02713,19.84004,113.00000,4.25931,650.00000
1.32258,8.38553,68.74215,93.00000,3.42634,100.00000
1.20619,8.96765,40.90876,97.00000,3.42065,450.00000
1.09278,9.42147,19.57992,97.00000,3.88514,500.00000
1.14516,7.35805,39.67467,62.00000,2.25489,250.00000
1.16000,6.56532,59.45303,50.00000,2.49482,350.00000
1.15000,8.34058,63.79962,80.00000,3.02346,0.00000
1.16049,8.35451,52.05976,81.00000,4.12568,200.00000
1.40580,7.00589,121.16059,69.00000,2.13223,450.00000
1.28030,10.15385,42.71559,132.00000,2.69231,950.00000
1.18182,9.15255,54.05800,99.00000,4.06780,800.00000
1.18095,9.42928,29.91675,105.00000,3.59211,500.00000
1.08989,9.03658,19.13062,89.00000,3.85832,350.00000
1.16794,10.59072,26.48554,131.00000,3.55719,450.00000
1.16346,9.45455,31.41862,104.00000,4.00000,500.00000
1.22628,10.56978,38.97392,137.00000,3.85758,300.00000
1.15385,8.88069,38.09524,91.00000,3.22047,800.00000
1.24074,9.32978,51.23636,108.00000,2.67799,750.00000
1.11494,8.83351,23.38187,87.00000,3.35064,100.00000
1.08108,8.27345,18.75000,74.00000,3.46591,250.00000
1.08861,8.51879,21.63332,79.00000,3.88198,200.00000
1.07317,8.74123,18.07851,82.00000,3.62441,150.00000
1.15833,10.17827,25.87858,120.00000,3.98649,200.00000
1.00000,6.00000,0.00000,36.00000,3.00000,100.00000
1.25000,9.63328,43.75743,116.00000,3.40486,600.00000
1.08642,8.63463,18.07851,81.00000,1.91881,400.00000
1.18280,8.86720,39.66942,93.00000,2.09762,650.00000
1.08772,10.23750,14.30801,114.00000,4.66974,600.00000
1.26761,7.48406,54.32099,71.00000,2.74064,250.00000
1.25000,8.39047,61.15702,88.00000,2.38366,500.00000
1.25397,7.08805,83.31998,63.00000,4.05032,500.00000
1.20175,9.73968,44.75465,114.00000,4.52810,450.00000
1.15179,9.86105,24.03702,112.00000,3.69789,800.00000
1.09848,10.96200,15.21998,132.00000,5.14882,350.00000
1.37500,7.62770,94.21488,80.00000,1.81158,800.00000
1.10053,13.10479,16.64201,189.00000,5.75501,700.00000
1.22222,7.17952,60.71850,63.00000,2.50713,300.00000
1.15455,9.76092,28.52006,110.00000,3.63816,350.00000
1.12030,10.89578,18.01721,133.00000,3.76847,800.00000
1.41818,6.22752,85.47009,55.00000,2.83069,350.00000
1.21774,10.09098,51.75212,124.00000,3.01102,400.00000
1.09459,8.22222,24.38653,74.00000,2.66667,600.00000
1.09434,12.05376,10.56943,159.00000,5.53412,800.00000
1.23438,7.20056,60.88768,64.00000,2.02516,150.00000
1.10656,10.50009,17.55830,122.00000,5.59431,400.00000
1.11905,8.66394,27.16161,84.00000,3.19741,450.00000
1.09091,8.40139,19.84127,77.00000,3.81881,300.00000
1.33333,8.48528,86.66992,96.00000,3.44715,250.00000
1.09639,8.70076,36.22751,83.00000,3.45934,400.00000
1.19328,9.98626,38.68280,119.00000,4.19591,500.00000
1.38525,9.38462,64.42351,122.00000,2.38462,350.00000
1.14103,8.26798,30.29920,78.00000,2.33200,350.00000
1.16901,7.79326,55.16040,71.00000,2.41481,50.00000
1.10606,10.92440,15.01220,132.00000,5.13116,450.00000
1.19753,8.22430,59.51748,81.00000,3.45218,300.00000
1.18644,9.97282,38.77551,118.00000,3.21159,800.00000
1.22093,8.39274,43.53741,86.00000,2.53734,750.00000
1.06612,10.65346,10.81666,121.00000,4.57834,300.00000
1.19048,8.40000,42.00000,84.00000,3.90000,450.00000
1.15663,8.47115,39.06250,83.00000,3.87836,350.00000
1.38235,7.01366,92.80217,68.00000,2.57855,150.00000
1.17391,9.89762,36.21399,115.00000,3.52872,250.00000
1.17391,8.85270,32.57888,92.00000,2.40563,400.00000
1.25424,6.85861,102.26443,59.00000,2.78994,350.00000
1.22222,9.40019,70.01837,108.00000,4.26490,500.00000
