# coordinating_conjunction, numeral, determiner, existencial, subordinatingConjunction, adjective, comparativeAdjective, superlativeAdjective, ordinalAdjective_or_numeral, modalAuxiliary, singular_or_massCommun_noun, pluralCommonNoun, preposition, participle, predeterminer, genitiveMarker, personalPronoun, possessivePronoun, adverb, comparativeAdverb, superlativeAdverbs, preposition_or_infinitive, n_verb_baseForm, n_verb_pastTense, n_verb_gerund, n_verb_pastParticiple, n_verb_thirdPersonSingPresent, n_whDeterminer, n_whAdverb, whPronoun, avaliacao
5,0,29,0,6,13,0,0,0,0,55,10,40,1,1,14,1,2,11,1,0,17,7,0,1,1,10,0,3,3,400
4,5,26,5,9,22,4,0,6,10,43,13,23,2,0,12,9,3,9,3,0,16,12,3,8,2,9,0,2,5,550
8,1,35,0,10,10,1,0,0,5,57,17,30,4,1,13,14,1,18,2,0,9,7,0,4,4,6,0,3,11,350
10,1,27,0,1,21,1,0,2,1,54,20,26,3,1,12,7,3,15,1,0,12,8,0,1,3,5,0,2,4,500
13,6,35,3,8,15,0,0,8,5,82,19,60,17,3,23,17,2,13,1,0,12,8,10,1,17,9,0,1,19,900
6,5,23,3,12,14,0,0,5,7,53,20,46,3,0,23,12,0,14,1,0,10,7,0,3,3,8,0,0,10,700
15,1,38,3,6,22,2,0,1,7,83,21,58,6,1,22,14,2,15,1,0,19,11,0,0,6,13,0,7,5,400
20,1,27,3,12,25,4,0,3,7,80,25,58,4,0,29,18,1,23,4,0,17,12,0,5,4,8,0,5,10,450
14,0,29,3,3,22,3,0,0,6,62,30,31,2,0,10,6,3,12,3,0,11,7,2,3,2,6,0,1,6,500
15,2,44,3,24,23,2,0,2,6,76,27,48,2,1,20,31,4,27,3,0,20,13,0,0,2,27,0,8,18,650
14,1,30,0,12,8,1,0,1,5,44,14,28,6,2,9,17,7,19,0,0,23,13,11,1,6,8,0,4,9,350
14,2,28,0,15,20,3,0,3,7,72,34,44,13,0,9,17,0,21,3,0,27,17,0,5,13,10,0,1,7,750
4,0,8,3,3,5,2,0,0,4,21,6,11,0,0,5,8,2,6,2,0,6,4,0,2,0,4,0,1,4,150
10,0,31,4,19,18,2,0,0,9,57,13,34,7,1,12,21,2,18,3,0,22,16,3,3,7,12,0,4,12,450
8,0,38,3,17,26,4,0,1,5,66,17,37,6,1,15,16,1,6,1,0,22,11,1,7,6,13,0,1,14,0
4,1,15,1,5,6,0,0,1,4,41,14,33,3,1,12,15,1,9,0,0,15,6,0,5,3,12,0,1,6,200
7,0,32,1,6,10,2,0,0,8,66,14,42,11,0,17,19,1,14,1,0,19,11,4,1,11,17,0,4,8,650
4,2,14,0,3,10,0,0,2,4,37,19,22,1,0,10,3,0,6,1,0,7,5,0,4,1,4,0,1,3,200
13,4,42,2,10,22,3,0,5,9,104,42,68,9,1,30,9,3,17,5,0,20,11,3,5,10,8,0,3,12,450
4,0,14,2,4,17,0,0,2,2,37,14,26,4,0,9,9,0,11,0,0,12,6,3,4,4,8,0,1,6,300
10,1,34,1,9,16,0,0,1,3,67,30,44,5,2,16,13,5,14,1,0,14,6,0,5,5,9,0,3,10,650
7,0,27,6,14,18,2,0,1,8,63,19,35,6,0,13,16,0,23,3,0,15,6,3,0,6,15,0,4,8,550
13,9,56,12,21,41,5,0,9,16,138,50,90,1,1,39,23,0,25,4,0,22,7,0,3,1,33,0,4,18,700
7,1,41,2,9,14,2,0,1,4,65,8,36,3,0,16,13,4,9,2,0,13,8,5,2,3,13,0,1,7,550
9,2,38,1,4,31,4,0,2,3,67,13,40,4,4,15,15,1,16,4,0,19,7,7,4,4,8,0,0,9,650
6,7,27,3,8,19,1,0,7,8,66,18,48,9,1,19,12,2,17,1,0,21,9,0,1,9,17,0,1,9,650
9,0,29,1,12,22,2,0,1,3,54,13,29,1,2,11,11,4,11,2,0,14,9,3,3,1,17,0,5,10,550
12,1,31,3,8,19,1,0,1,9,66,17,45,4,1,17,19,1,23,0,0,17,11,0,2,4,26,0,6,11,200
13,1,39,3,8,13,0,0,1,5,74,18,45,4,1,15,14,4,21,0,0,22,7,5,0,4,19,0,5,5,400
13,2,26,0,7,22,1,0,3,3,67,22,47,6,1,21,10,1,15,1,0,23,15,1,0,6,14,0,4,9,850
6,0,37,3,12,17,0,0,0,7,67,16,48,7,2,20,16,2,11,0,0,19,10,2,1,7,13,0,6,10,200
5,0,25,3,6,21,1,0,0,5,71,24,46,14,0,21,9,2,11,1,0,11,5,0,8,14,14,0,2,6,300
10,0,27,2,11,13,1,0,0,5,56,18,30,9,1,13,10,2,23,3,0,12,11,3,1,9,15,0,5,7,500
3,2,33,1,4,30,0,0,3,4,52,8,32,3,1,12,7,1,13,0,0,9,6,0,3,3,15,0,3,3,350
12,0,45,2,15,14,0,0,0,9,85,23,48,1,2,19,19,5,15,0,0,25,15,3,4,1,23,0,3,19,550
9,1,36,1,15,25,5,0,1,1,78,25,52,6,2,22,24,6,16,3,0,15,5,2,5,6,19,0,2,12,850
14,3,48,6,18,20,1,0,3,10,85,16,51,4,2,19,19,1,25,2,0,23,19,4,3,4,27,0,2,16,1000
14,0,34,2,16,14,0,0,0,3,53,16,21,6,1,10,15,4,15,0,0,12,9,0,2,6,14,0,3,9,350
18,2,43,3,23,29,4,0,2,8,68,22,31,6,2,13,17,2,25,6,0,29,24,0,2,6,21,0,4,11,650
8,0,20,1,9,20,1,0,1,4,59,22,37,6,0,16,7,2,16,1,0,13,5,0,2,6,12,0,2,11,50
8,4,37,0,8,24,3,0,4,4,84,18,62,5,1,28,11,1,20,5,0,21,11,3,0,5,13,0,3,10,300
6,0,28,0,11,20,3,0,0,3,55,16,29,1,0,13,8,1,7,2,0,15,11,0,3,1,8,0,4,5,500
19,8,38,4,7,30,0,0,8,6,83,26,46,5,2,16,13,3,19,1,0,14,8,2,0,5,17,0,9,5,550
7,5,13,4,6,12,0,0,6,4,48,25,33,7,1,9,7,0,6,1,0,14,7,2,1,8,9,0,1,4,600
9,8,36,1,18,11,0,0,9,6,68,12,49,3,2,19,27,3,16,4,0,13,7,12,3,3,8,0,4,22,450
7,0,29,0,7,15,1,0,0,6,67,25,42,9,1,17,16,0,18,1,0,13,8,0,4,9,13,0,3,11,300
6,4,40,2,8,7,0,0,4,2,56,15,37,8,3,16,9,3,23,1,0,15,9,4,4,8,5,0,4,1,300
10,1,27,1,6,11,0,0,1,5,46,8,28,6,0,9,13,0,18,2,0,18,12,0,5,6,12,0,9,4,400
5,6,24,1,12,10,1,0,6,5,34,11,16,4,2,3,15,1,17,6,0,17,12,5,3,4,9,1,1,13,250
6,1,24,0,10,19,0,0,3,2,79,20,68,8,0,34,12,4,11,0,0,11,4,11,1,9,7,0,5,10,550
8,2,35,5,15,13,1,0,2,9,57,9,37,3,1,14,24,8,17,2,0,14,7,4,1,4,21,0,4,15,400
16,2,68,4,12,21,1,0,2,10,100,33,57,8,2,22,29,9,30,2,0,28,15,1,0,8,13,2,10,14,300
10,2,50,2,18,19,1,0,2,8,68,26,30,2,2,13,7,4,12,0,0,23,22,0,1,2,11,0,2,5,500
9,1,18,1,8,4,0,0,1,7,33,15,19,2,0,9,17,4,18,1,0,9,7,0,7,3,13,0,3,8,0
11,0,27,0,5,7,1,0,0,1,56,22,35,5,0,18,11,8,12,0,0,10,9,4,1,5,2,0,2,5,550
9,0,37,2,9,28,4,0,0,6,90,33,63,6,1,19,15,6,15,0,0,26,10,3,4,6,14,0,1,10,400
5,2,17,1,7,10,3,0,2,3,44,13,30,4,0,13,10,1,6,5,0,8,3,0,0,4,11,0,2,6,400
11,0,49,5,18,35,1,0,0,12,112,52,54,13,4,21,8,9,26,2,0,26,20,0,10,13,15,0,5,9,600
11,1,44,2,14,16,0,0,2,5,68,27,38,11,2,12,33,4,21,2,0,17,12,7,1,11,9,0,5,20,300
7,0,23,1,4,16,1,0,0,4,54,22,35,6,0,11,17,0,5,1,0,8,4,4,1,7,6,0,2,9,350
12,0,31,3,17,15,1,0,0,6,58,15,28,7,0,13,16,2,24,2,0,19,17,4,0,7,17,0,4,10,550
3,0,23,1,6,13,1,0,0,3,38,12,27,2,0,10,8,6,6,1,0,8,4,2,5,2,5,0,2,5,350
11,0,31,3,16,16,0,0,0,9,61,7,39,5,1,8,31,5,35,0,0,30,22,3,0,5,35,0,6,17,850
15,0,32,2,14,23,0,0,0,5,71,25,41,7,1,20,12,1,18,0,0,24,14,2,1,7,12,0,0,9,650
6,3,27,0,9,20,1,0,5,2,70,21,54,11,1,31,4,3,8,0,0,4,2,4,1,12,6,0,3,6,400
14,3,28,1,8,16,1,0,5,3,41,21,22,8,2,4,9,4,16,3,0,14,10,2,2,8,9,0,3,4,350
9,2,25,0,8,11,0,0,2,2,44,13,29,4,1,12,12,2,7,0,0,12,6,3,3,4,8,0,3,5,600
12,1,31,3,14,19,3,0,1,13,57,20,32,2,0,15,18,0,11,1,0,20,17,0,5,2,14,0,5,13,100
11,0,26,6,6,19,0,0,0,3,52,9,29,6,1,9,13,2,14,0,0,17,10,0,2,6,15,0,6,5,700
13,2,43,1,8,21,0,0,3,4,88,26,61,12,2,22,18,2,17,0,0,12,5,1,1,12,11,0,4,9,950
9,0,29,1,6,26,1,0,0,4,70,14,30,3,0,14,10,0,18,3,0,12,8,2,1,3,20,0,3,6,500
16,2,39,4,12,21,1,0,2,9,53,14,28,1,4,10,13,2,14,2,0,25,22,0,0,1,13,0,2,3,350
13,4,30,4,8,14,0,0,4,7,75,24,58,11,1,26,11,3,10,0,0,22,6,7,3,12,11,0,2,10,950
10,0,23,1,5,7,0,0,0,3,60,23,30,5,0,12,9,2,13,3,0,8,6,1,3,5,8,0,0,8,150
12,1,29,2,9,16,0,0,1,4,52,10,31,8,3,13,24,2,16,4,0,17,13,1,3,9,19,0,2,9,550
2,1,23,0,10,13,1,0,1,3,39,11,23,1,1,9,20,0,15,0,0,12,6,0,7,1,12,0,3,10,0
9,6,26,3,3,13,2,0,7,9,62,22,55,6,2,21,15,1,28,4,0,15,8,6,1,7,9,0,4,8,400
7,0,19,2,10,10,1,0,1,6,33,10,20,3,0,6,14,4,12,1,0,10,8,0,6,3,14,0,4,11,600
6,3,22,4,3,11,1,0,3,6,41,8,31,4,0,15,6,1,7,1,0,13,9,0,2,4,5,0,1,2,350
6,0,14,2,6,7,1,0,0,4,29,7,24,1,2,14,5,2,9,0,0,12,8,0,0,1,10,0,2,4,0
10,2,18,4,8,5,0,0,2,9,36,11,19,6,0,6,8,0,4,1,0,13,7,1,1,6,13,0,0,9,0
11,2,37,2,4,13,3,0,2,3,75,30,47,10,1,18,12,6,23,5,0,16,8,1,9,10,11,0,6,7,350
12,0,44,4,8,36,5,0,1,7,90,31,51,12,2,16,11,7,15,1,0,16,4,1,6,12,9,0,4,8,750
15,2,39,2,8,26,1,0,3,4,84,12,62,4,3,34,30,4,17,5,0,15,10,3,2,4,21,0,3,19,950
21,0,49,0,19,43,4,0,1,5,90,26,62,21,5,33,29,2,34,4,0,27,20,0,0,21,19,0,2,14,550
11,11,37,4,18,12,4,0,11,7,61,17,46,9,1,22,12,2,28,4,0,16,8,5,1,9,10,0,6,15,600
17,0,51,3,10,19,1,0,2,6,102,32,58,2,0,20,37,0,24,3,0,23,12,1,5,2,30,0,3,22,400
7,1,31,1,9,26,0,0,1,6,61,13,35,3,0,18,11,2,9,0,0,21,18,0,0,3,22,0,3,6,1000
6,1,11,2,5,9,1,0,1,3,38,18,27,2,0,9,5,1,8,2,0,10,4,0,4,2,9,0,2,3,200
11,1,26,1,10,10,2,0,1,7,58,24,29,2,0,5,12,5,23,5,0,22,14,1,8,2,19,0,2,10,250
4,3,30,5,11,15,1,0,3,9,64,15,46,4,2,14,19,1,14,1,0,26,11,1,3,4,12,0,4,12,0
4,0,32,6,13,15,0,0,0,10,66,13,39,9,0,22,5,2,20,2,0,13,10,4,6,10,11,0,3,11,300
14,3,60,2,16,46,2,0,3,10,115,20,79,6,2,27,23,9,19,2,0,33,21,1,0,6,38,0,4,13,350
5,2,22,2,7,14,4,0,2,4,47,9,33,4,0,21,7,0,11,4,0,10,6,0,0,5,5,0,2,7,250
9,0,27,3,11,16,1,0,0,4,80,45,52,5,2,29,5,1,13,1,0,17,10,1,3,5,8,0,7,5,350
12,0,25,1,10,20,2,0,1,3,56,26,24,4,0,17,3,0,9,0,0,5,5,5,0,4,8,0,2,5,450
6,1,34,3,12,21,1,0,2,8,80,26,51,9,0,27,9,1,14,1,0,18,11,1,2,9,15,0,3,9,500
9,1,23,3,10,14,4,0,1,7,44,11,30,4,1,14,11,0,20,3,0,15,9,1,2,4,12,0,2,8,400
20,0,56,8,32,15,2,0,0,19,101,12,45,7,1,19,53,12,38,3,0,36,26,6,0,7,41,0,6,30,750
16,0,48,2,14,28,0,0,0,7,70,13,39,4,0,16,16,5,15,0,0,19,11,0,4,4,25,0,1,12,500
12,0,27,2,2,24,0,0,0,3,58,13,35,1,0,17,4,0,9,0,0,14,5,0,3,1,9,0,0,2,350
12,1,23,1,11,19,2,0,1,5,60,22,40,4,0,18,13,1,14,1,0,33,24,0,2,4,15,0,3,6,350
6,0,26,0,7,20,1,0,0,1,52,15,37,4,1,19,14,0,12,1,0,12,3,0,3,4,13,0,1,8,500
12,0,33,4,8,14,0,0,0,5,61,25,32,9,1,7,4,2,12,0,0,17,7,0,2,9,8,0,1,2,450
11,0,39,1,10,29,0,0,0,6,94,32,71,6,0,30,7,3,13,0,0,15,10,0,1,6,20,0,4,7,850
8,3,32,1,8,22,4,0,3,7,78,26,50,2,0,22,7,2,16,2,0,26,15,0,3,2,11,0,2,7,400
10,2,36,0,13,24,0,0,2,3,66,12,45,11,3,18,19,5,20,1,0,20,12,4,7,11,18,0,1,17,600
10,2,21,1,6,25,2,0,2,1,63,22,42,5,1,14,10,1,14,6,0,10,1,0,2,5,6,0,3,4,500
11,3,22,1,8,15,0,0,3,3,53,13,34,3,0,20,10,1,10,0,0,13,10,0,2,3,9,0,3,7,250
10,7,32,2,9,12,2,0,8,7,62,24,36,2,1,17,11,3,17,4,0,20,13,12,1,2,11,0,0,8,300
14,0,47,2,6,15,0,0,0,5,77,37,30,4,1,14,17,2,12,0,0,12,8,2,2,4,11,0,4,11,700
14,0,37,2,8,23,1,0,0,10,71,27,40,5,0,16,12,3,11,1,0,27,15,1,3,5,12,1,3,9,550
4,1,18,1,4,22,1,0,1,2,40,21,24,1,0,10,6,0,10,0,0,13,8,2,3,1,8,0,0,2,400
9,2,37,4,5,7,0,0,2,11,63,24,28,10,3,14,15,6,12,0,0,17,13,5,2,10,10,0,0,4,300
11,0,35,1,4,13,0,0,0,6,72,32,39,3,0,21,2,3,17,0,0,15,11,0,0,3,10,0,1,2,500
9,1,30,7,8,14,1,0,2,7,49,13,27,4,0,10,18,3,10,0,0,13,8,0,2,5,16,0,2,10,300
6,6,51,2,9,28,1,0,6,6,86,34,58,8,3,25,14,4,24,1,0,15,13,7,7,8,5,0,5,7,750
10,0,31,0,6,17,1,0,0,7,57,17,30,7,2,13,13,2,15,1,0,16,7,2,6,7,14,0,1,6,850
7,2,30,0,5,18,0,0,2,3,52,24,26,3,2,12,9,1,8,0,0,13,8,0,5,3,9,0,2,6,100
6,0,30,3,8,16,1,0,0,6,54,17,28,8,0,11,12,2,11,0,0,18,12,2,0,8,12,0,3,6,450
7,0,28,4,12,21,1,0,2,7,63,22,42,4,1,20,14,0,10,1,0,18,14,1,5,4,17,0,3,10,600
14,8,44,0,8,40,4,0,9,4,68,22,45,4,0,19,9,2,15,2,0,20,12,14,8,4,6,0,3,5,800
10,1,30,4,13,17,1,0,1,5,63,11,34,5,0,17,14,3,14,2,0,18,13,3,2,5,16,0,2,9,300
6,1,34,1,6,11,1,0,1,6,56,12,39,3,2,11,19,7,8,2,0,20,14,0,2,3,18,0,3,9,250
8,0,44,3,21,20,0,0,0,7,74,16,41,4,3,18,22,3,27,3,0,22,14,1,3,4,25,0,2,18,350
8,1,29,0,9,13,0,0,1,4,53,14,33,2,0,10,25,1,18,1,0,19,13,0,1,2,18,1,3,10,1000
12,3,38,2,7,26,1,0,3,3,77,28,51,4,2,23,12,2,13,1,0,22,12,0,3,4,16,0,1,6,750
10,1,39,3,15,25,0,0,2,5,78,19,53,9,3,22,17,4,16,0,0,23,13,2,6,9,11,0,4,12,350
11,0,32,2,12,24,1,0,0,6,79,24,52,7,0,29,9,4,18,1,0,20,10,1,5,7,14,0,1,12,600
18,7,45,3,16,11,3,0,8,7,105,32,63,5,0,24,14,2,14,2,0,25,15,9,6,5,12,0,6,13,500
8,0,27,7,14,8,0,0,0,12,49,9,25,12,1,8,13,2,11,0,0,19,12,3,3,13,10,0,3,6,350
15,1,32,6,25,23,2,0,1,8,63,18,33,4,1,11,44,4,30,1,0,20,15,5,3,4,24,0,5,24,200
12,3,39,3,16,34,2,0,5,6,99,27,66,3,1,34,13,2,31,4,0,23,14,5,3,3,19,0,0,12,500
5,0,32,3,4,24,1,0,0,6,65,18,45,8,1,15,6,3,10,0,0,15,8,7,3,8,4,0,2,4,850
12,0,29,2,6,14,2,0,2,4,57,25,30,4,3,13,21,1,18,3,0,3,1,1,4,4,14,0,6,13,350
11,1,24,0,3,17,0,0,2,2,66,18,45,4,0,20,13,1,10,0,0,18,6,6,3,4,8,0,2,7,0
12,1,35,5,22,20,1,0,2,12,61,12,31,3,2,16,17,7,27,2,0,18,16,0,1,3,24,0,2,8,550
10,1,23,3,4,27,2,0,2,3,70,25,51,7,1,19,17,1,16,2,0,16,5,0,2,7,14,0,1,7,550
4,2,41,2,10,18,2,0,3,6,71,17,47,4,2,15,19,3,19,4,0,25,14,3,3,4,14,0,7,13,400
10,0,31,1,10,13,0,0,0,6,45,6,25,3,5,10,13,5,16,1,0,19,13,1,5,3,13,0,2,7,700
7,0,30,1,5,23,2,0,1,4,57,14,26,5,0,6,12,3,11,2,0,8,4,5,0,5,14,0,2,10,500
18,0,35,6,8,20,2,0,0,19,90,22,57,8,1,19,6,1,23,0,0,29,18,0,1,8,8,0,4,5,450
26,5,58,3,12,59,1,0,5,2,161,39,110,14,1,44,13,4,25,5,0,33,12,13,1,14,22,0,3,11,1000
12,0,34,1,19,16,0,0,0,11,57,10,33,5,3,9,19,6,18,1,0,29,20,0,4,5,16,0,3,10,600
6,1,17,2,10,8,0,0,2,3,38,15,25,5,0,9,8,2,9,0,0,14,10,1,3,5,7,0,0,6,300
11,1,36,1,9,10,1,0,1,3,49,18,29,5,4,7,17,1,13,0,0,11,8,5,1,5,8,0,3,11,250
9,1,30,3,8,7,1,0,1,7,47,9,24,2,2,14,17,3,19,2,0,16,12,1,1,2,16,0,2,9,350
10,0,25,2,4,12,0,0,0,2,35,8,15,0,2,3,5,2,9,0,0,14,8,2,1,0,7,0,3,4,100
11,0,37,1,19,16,0,0,1,11,81,27,50,4,1,15,17,4,23,2,0,21,12,0,2,4,18,0,5,11,700
30,1,39,5,26,35,4,0,1,11,98,41,59,4,0,29,29,3,29,4,0,30,22,2,8,4,23,0,3,20,600
5,0,11,0,3,5,3,0,0,1,16,1,10,0,0,2,7,0,2,0,0,10,6,0,2,0,5,0,0,4,100
27,3,51,3,8,56,3,0,3,10,121,39,89,11,0,40,17,7,39,5,0,28,11,4,4,11,23,0,6,7,650
11,0,29,0,10,28,4,0,0,5,48,24,35,8,1,10,14,1,10,1,0,18,8,0,1,8,4,0,2,8,350
9,1,33,4,9,17,1,0,1,6,72,20,42,5,0,18,20,2,21,1,0,10,4,1,6,5,14,0,3,13,150
4,0,12,0,6,7,2,0,0,2,31,11,16,3,0,5,11,1,10,2,0,8,6,0,3,3,4,0,4,7,0
8,3,30,3,17,19,1,0,3,6,53,17,29,5,0,5,11,1,22,0,0,22,14,3,3,6,12,0,3,13,600
4,2,26,4,13,15,0,0,2,6,55,20,40,5,2,14,19,5,17,1,0,11,8,1,4,5,9,0,2,14,800
12,0,40,2,14,19,0,0,0,9,62,26,37,5,2,14,29,10,22,0,0,23,17,2,3,5,7,0,7,11,900
10,1,34,2,10,15,2,0,1,7,63,18,37,5,1,12,13,3,23,1,0,22,14,3,0,5,7,0,4,9,350
19,0,48,7,13,37,3,0,0,14,96,34,42,4,0,16,12,3,24,2,0,31,18,1,0,4,19,0,5,12,950
9,0,43,0,8,31,3,0,0,2,66,20,46,4,2,24,16,3,18,3,0,11,8,2,2,4,13,0,3,12,600
15,2,54,6,13,31,1,0,2,13,107,32,61,14,1,28,31,1,38,1,0,27,20,10,3,14,21,0,5,14,800
4,3,27,2,9,10,0,0,3,8,48,10,36,8,0,15,11,0,5,0,0,14,9,0,1,8,15,0,5,8,400
9,3,32,3,17,22,2,0,3,8,56,19,31,4,0,9,15,3,17,3,0,21,17,1,0,4,13,0,2,13,650
10,1,29,5,14,23,1,0,1,7,90,20,64,11,0,27,24,3,17,1,0,21,14,0,6,11,22,0,5,14,800
7,0,47,0,14,13,5,0,0,8,75,17,48,11,2,16,6,2,24,3,0,26,11,0,2,11,15,0,5,8,500
10,1,45,6,11,27,4,0,1,11,64,13,32,1,1,11,19,4,20,3,0,13,8,5,6,2,15,0,4,12,100
10,1,26,3,5,21,0,0,2,3,65,27,37,10,0,12,9,0,9,0,0,11,4,3,5,10,9,0,0,6,450
11,1,33,1,6,25,5,0,1,2,69,28,43,5,2,15,10,2,19,3,0,11,5,1,2,5,18,0,5,9,950
11,3,43,3,12,18,2,0,3,6,69,22,34,1,3,12,19,2,19,2,0,27,17,0,2,1,21,1,5,10,200
9,1,36,4,17,8,2,0,2,7,52,9,30,5,3,11,20,6,20,2,0,26,19,5,0,6,13,0,1,8,450
8,2,51,3,14,18,4,0,4,8,69,7,38,3,6,20,23,10,18,3,0,15,11,7,3,3,16,0,0,10,700
5,0,30,3,14,10,1,0,1,7,34,8,16,1,4,5,17,4,10,2,0,15,13,3,1,1,14,0,2,11,200
8,2,40,4,9,23,0,0,5,8,85,26,59,8,0,23,32,5,19,0,0,20,9,9,5,8,22,0,4,21,650
12,1,42,3,20,18,1,0,1,10,78,39,42,4,2,17,19,8,30,4,0,24,19,1,4,4,15,0,0,18,650
8,1,31,6,12,25,2,0,1,11,63,18,36,9,1,12,16,1,23,4,0,24,15,1,0,9,14,0,4,9,550
5,3,43,2,10,28,1,0,4,11,60,11,36,7,1,17,18,1,13,0,0,26,21,0,5,7,25,0,2,11,500
11,4,48,1,14,21,3,0,4,11,90,39,40,2,2,14,20,0,12,2,0,25,17,3,6,2,13,0,1,17,400
14,0,37,1,13,30,9,0,0,6,63,10,30,4,0,13,18,5,21,9,0,19,13,1,6,4,17,0,4,9,600
10,1,22,2,14,11,1,0,1,8,50,18,24,1,1,11,24,3,11,0,0,19,14,0,1,1,14,1,0,10,650
10,0,20,2,7,24,6,0,0,3,82,26,59,8,0,24,1,0,22,5,0,21,5,1,3,8,12,0,2,4,250
12,1,39,2,16,13,1,0,1,9,62,10,26,6,0,8,17,2,14,1,0,21,19,0,5,6,13,0,2,9,400
15,1,27,4,6,23,1,0,1,8,65,21,38,6,0,16,17,2,19,1,0,19,10,6,2,6,13,0,3,12,400
17,2,45,5,20,27,5,0,3,8,87,28,61,7,1,19,49,8,27,6,0,17,8,6,4,7,36,0,7,29,900
12,2,26,0,11,17,2,0,3,2,52,20,34,3,4,10,15,2,20,3,0,12,7,3,4,3,15,0,4,8,750
3,0,21,0,5,14,1,0,0,5,41,10,30,5,0,12,3,0,4,0,0,13,9,0,0,5,7,0,2,1,650
11,3,40,3,7,25,2,0,5,7,68,18,34,6,1,13,15,3,5,1,0,10,5,1,6,6,9,0,0,8,700
7,1,30,4,6,25,3,0,1,7,83,32,52,10,1,21,14,1,12,1,0,23,12,3,1,10,14,0,3,7,750
10,1,37,1,13,24,4,0,1,5,52,17,37,10,2,13,13,3,11,1,0,12,6,8,2,10,5,0,1,14,550
4,2,26,3,17,16,0,0,4,11,48,19,29,2,1,6,10,6,23,4,0,18,12,4,4,2,12,0,3,15,500
10,1,27,4,9,18,1,0,1,13,69,22,36,7,2,19,20,3,21,2,0,25,19,0,2,8,20,0,2,12,350
7,0,29,1,11,36,1,0,2,6,70,32,41,9,1,19,13,1,22,2,0,14,10,0,5,9,11,0,5,9,900
12,0,28,2,4,18,3,0,0,7,65,8,39,10,0,20,15,2,12,2,0,13,9,0,4,10,18,0,5,11,1000
5,2,24,3,8,17,2,0,2,5,48,14,31,7,1,20,10,2,9,1,0,8,4,3,5,8,3,0,1,10,350
2,0,17,1,7,3,2,0,0,4,24,8,9,0,0,5,7,4,22,7,0,8,8,1,0,0,4,0,0,3,0
15,0,58,2,20,28,4,0,0,13,92,39,63,9,3,24,21,8,21,3,0,36,23,1,3,9,18,0,8,16,550
11,1,61,4,23,25,3,0,1,10,114,31,76,17,0,36,29,3,31,3,0,24,18,4,1,17,27,0,7,23,850
11,1,19,0,7,18,4,0,1,3,56,12,38,5,1,18,16,1,16,2,0,12,7,3,5,5,7,0,6,8,450
14,0,26,5,15,15,2,0,0,12,38,10,18,1,1,6,12,1,19,2,0,31,26,0,3,1,8,0,5,8,400
6,2,36,2,14,16,1,0,2,5,49,11,32,2,3,8,10,6,15,2,0,17,11,0,4,2,8,1,6,5,400
8,2,33,6,7,24,4,0,2,9,63,24,47,4,0,17,17,2,15,1,0,23,17,1,3,4,7,0,1,11,600
12,0,30,3,8,19,2,0,0,7,77,23,44,4,0,23,15,1,14,3,0,14,12,0,6,4,9,0,1,14,300
8,3,38,2,9,39,5,0,3,7,88,22,59,9,2,27,13,3,26,0,0,27,15,5,2,9,13,0,8,9,800
18,2,38,2,13,29,4,0,2,6,77,27,44,4,1,19,15,1,16,3,0,28,21,4,1,4,15,0,4,9,850
16,3,47,9,14,31,2,0,3,11,78,17,48,4,2,23,21,7,35,0,0,25,16,4,4,4,13,0,5,11,450
17,0,48,2,8,38,12,0,0,13,88,23,55,5,3,21,17,0,31,9,0,27,18,0,1,6,21,0,1,7,700
10,2,34,0,11,25,5,0,2,3,63,18,30,3,0,13,13,2,12,7,0,19,13,1,1,3,13,0,3,9,300
14,2,46,2,15,33,1,0,2,6,84,25,43,4,1,17,14,3,10,1,0,24,18,7,3,4,13,0,3,11,400
5,1,13,0,4,5,1,0,1,4,44,8,19,2,0,13,5,1,1,0,0,8,7,1,3,2,6,0,0,4,250
10,3,49,1,6,21,3,0,3,3,83,27,46,9,3,24,13,3,19,2,0,18,11,2,6,9,13,0,2,11,350
13,0,34,2,14,28,2,0,0,8,68,17,46,6,1,19,13,0,13,2,0,19,9,0,4,6,15,0,2,10,600
3,0,27,2,8,16,1,0,0,2,50,11,31,3,1,14,11,1,16,0,0,13,9,0,3,3,14,0,1,4,300
6,0,34,6,18,15,3,0,0,7,55,23,27,1,1,11,20,8,13,0,0,18,15,1,4,1,16,0,6,14,250
8,6,28,2,8,9,2,0,6,5,69,18,51,2,0,28,9,6,16,1,0,23,15,4,4,2,8,0,1,6,500
4,1,26,1,7,8,2,0,2,5,49,6,34,3,0,16,3,0,5,0,0,12,8,0,3,3,8,0,1,2,400
20,0,61,3,11,24,2,0,0,8,81,13,41,4,3,14,25,3,26,1,0,34,26,0,7,4,23,0,1,14,600
8,2,38,4,4,23,2,0,2,8,63,22,40,2,3,16,12,6,17,3,0,14,7,4,6,2,10,0,7,7,350
14,0,61,3,8,27,5,0,0,8,101,31,56,7,0,25,20,12,24,3,0,21,12,5,11,7,13,0,0,16,550
6,8,28,2,7,20,0,0,8,5,40,10,26,3,1,8,6,1,17,1,0,17,11,1,0,3,12,0,0,3,450
8,0,27,0,7,18,0,0,0,4,76,35,39,2,0,17,8,0,3,0,0,17,15,1,0,2,10,0,0,5,650
13,1,35,3,12,24,5,0,2,8,66,10,45,3,3,18,25,2,21,2,0,22,14,1,0,3,16,0,7,6,500
