# n_speelChecking_errors, n_capitalization_errors, Avaliacao
2.00000,3.00000,500.00000
3.00000,7.00000,200.00000
6.00000,1.00000,500.00000
6.00000,10.00000,550.00000
2.00000,5.00000,1000.00000
3.00000,7.00000,800.00000
18.00000,18.00000,0.00000
9.00000,2.00000,600.00000
3.00000,0.00000,700.00000
6.00000,3.00000,600.00000
4.00000,19.00000,600.00000
5.00000,2.00000,400.00000
6.00000,4.00000,300.00000
5.00000,12.00000,300.00000
4.00000,6.00000,250.00000
5.00000,1.00000,400.00000
3.00000,0.00000,350.00000
6.00000,1.00000,700.00000
1.00000,8.00000,650.00000
20.00000,5.00000,450.00000
1.00000,0.00000,250.00000
9.00000,3.00000,800.00000
5.00000,0.00000,550.00000
2.00000,2.00000,500.00000
7.00000,1.00000,400.00000
10.00000,8.00000,500.00000
1.00000,8.00000,750.00000
3.00000,3.00000,250.00000
8.00000,11.00000,0.00000
12.00000,9.00000,750.00000
12.00000,11.00000,350.00000
3.00000,0.00000,100.00000
1.00000,0.00000,600.00000
8.00000,1.00000,500.00000
7.00000,6.00000,500.00000
5.00000,8.00000,550.00000
5.00000,16.00000,850.00000
7.00000,4.00000,750.00000
9.00000,11.00000,150.00000
6.00000,10.00000,450.00000
3.00000,2.00000,250.00000
11.00000,34.00000,300.00000
5.00000,1.00000,300.00000
11.00000,5.00000,350.00000
5.00000,8.00000,350.00000
2.00000,3.00000,200.00000
1.00000,14.00000,500.00000
5.00000,0.00000,700.00000
2.00000,2.00000,550.00000
2.00000,4.00000,600.00000
4.00000,0.00000,700.00000
8.00000,7.00000,800.00000
0.00000,0.00000,750.00000
4.00000,11.00000,700.00000
2.00000,2.00000,0.00000
10.00000,6.00000,250.00000
5.00000,6.00000,700.00000
2.00000,3.00000,250.00000
3.00000,7.00000,500.00000
8.00000,6.00000,750.00000
6.00000,3.00000,200.00000
9.00000,3.00000,450.00000
12.00000,12.00000,250.00000
1.00000,6.00000,0.00000
2.00000,4.00000,150.00000
4.00000,0.00000,200.00000
6.00000,1.00000,400.00000
5.00000,1.00000,450.00000
5.00000,11.00000,750.00000
13.00000,12.00000,500.00000
1.00000,0.00000,600.00000
1.00000,7.00000,600.00000
6.00000,6.00000,400.00000
2.00000,0.00000,800.00000
8.00000,0.00000,350.00000
10.00000,4.00000,500.00000
2.00000,3.00000,350.00000
3.00000,0.00000,700.00000
6.00000,1.00000,400.00000
2.00000,4.00000,400.00000
3.00000,6.00000,400.00000
7.00000,8.00000,1000.00000
4.00000,6.00000,700.00000
6.00000,1.00000,250.00000
6.00000,3.00000,400.00000
5.00000,4.00000,300.00000
8.00000,7.00000,650.00000
6.00000,0.00000,400.00000
17.00000,3.00000,600.00000
6.00000,6.00000,850.00000
8.00000,8.00000,250.00000
0.00000,0.00000,250.00000
7.00000,0.00000,250.00000
4.00000,2.00000,150.00000
4.00000,0.00000,450.00000
7.00000,12.00000,50.00000
7.00000,20.00000,450.00000
4.00000,9.00000,550.00000
13.00000,10.00000,250.00000
3.00000,2.00000,400.00000
3.00000,13.00000,500.00000
8.00000,3.00000,250.00000
3.00000,2.00000,150.00000
3.00000,5.00000,350.00000
10.00000,6.00000,250.00000
5.00000,6.00000,250.00000
8.00000,1.00000,300.00000
1.00000,0.00000,350.00000
3.00000,0.00000,700.00000
9.00000,3.00000,500.00000
2.00000,7.00000,400.00000
3.00000,2.00000,700.00000
10.00000,9.00000,900.00000
4.00000,1.00000,250.00000
5.00000,1.00000,450.00000
6.00000,0.00000,550.00000
1.00000,4.00000,500.00000
2.00000,1.00000,400.00000
10.00000,2.00000,250.00000
2.00000,4.00000,900.00000
16.00000,1.00000,400.00000
2.00000,16.00000,250.00000
6.00000,3.00000,400.00000
10.00000,8.00000,650.00000
10.00000,4.00000,400.00000
2.00000,1.00000,100.00000
7.00000,3.00000,400.00000
4.00000,7.00000,400.00000
23.00000,4.00000,100.00000
5.00000,8.00000,500.00000
3.00000,0.00000,100.00000
4.00000,3.00000,600.00000
9.00000,9.00000,300.00000
3.00000,6.00000,300.00000
10.00000,4.00000,450.00000
4.00000,9.00000,400.00000
2.00000,7.00000,250.00000
1.00000,3.00000,250.00000
1.00000,0.00000,600.00000
8.00000,12.00000,400.00000
6.00000,8.00000,550.00000
9.00000,1.00000,300.00000
2.00000,1.00000,500.00000
3.00000,2.00000,700.00000
7.00000,3.00000,850.00000
10.00000,14.00000,750.00000
13.00000,12.00000,200.00000
11.00000,10.00000,850.00000
10.00000,4.00000,650.00000
1.00000,0.00000,450.00000
4.00000,1.00000,600.00000
5.00000,1.00000,550.00000
1.00000,1.00000,800.00000
3.00000,2.00000,600.00000
4.00000,0.00000,750.00000
4.00000,6.00000,350.00000
12.00000,3.00000,200.00000
4.00000,4.00000,300.00000
6.00000,2.00000,150.00000
0.00000,0.00000,400.00000
5.00000,6.00000,600.00000
10.00000,3.00000,200.00000
5.00000,4.00000,350.00000
11.00000,3.00000,0.00000
9.00000,22.00000,550.00000
5.00000,0.00000,450.00000
11.00000,4.00000,400.00000
3.00000,0.00000,550.00000
4.00000,3.00000,300.00000
1.00000,0.00000,650.00000
6.00000,0.00000,500.00000
11.00000,9.00000,400.00000
3.00000,1.00000,200.00000
12.00000,4.00000,350.00000
6.00000,2.00000,200.00000
10.00000,1.00000,400.00000
7.00000,4.00000,700.00000
7.00000,8.00000,550.00000
5.00000,1.00000,850.00000
0.00000,0.00000,750.00000
8.00000,3.00000,650.00000
15.00000,4.00000,350.00000
6.00000,9.00000,300.00000
8.00000,6.00000,600.00000
11.00000,3.00000,850.00000
7.00000,8.00000,800.00000
0.00000,0.00000,850.00000
12.00000,0.00000,350.00000
5.00000,7.00000,500.00000
3.00000,1.00000,650.00000
1.00000,1.00000,400.00000
5.00000,16.00000,450.00000
3.00000,4.00000,400.00000
3.00000,0.00000,500.00000
6.00000,1.00000,550.00000
9.00000,3.00000,600.00000
4.00000,10.00000,400.00000
1.00000,0.00000,600.00000
10.00000,14.00000,0.00000
5.00000,4.00000,400.00000
4.00000,5.00000,600.00000
5.00000,2.00000,200.00000
6.00000,16.00000,550.00000
5.00000,4.00000,800.00000
16.00000,22.00000,900.00000
2.00000,0.00000,200.00000
6.00000,5.00000,250.00000
7.00000,2.00000,550.00000
5.00000,18.00000,250.00000
1.00000,5.00000,400.00000
9.00000,7.00000,750.00000
5.00000,6.00000,1000.00000
10.00000,3.00000,500.00000
3.00000,2.00000,300.00000
8.00000,26.00000,550.00000
4.00000,2.00000,350.00000
3.00000,4.00000,250.00000
0.00000,3.00000,200.00000
4.00000,2.00000,200.00000
3.00000,7.00000,150.00000
13.00000,14.00000,450.00000
18.00000,4.00000,500.00000
2.00000,5.00000,500.00000
12.00000,4.00000,350.00000
3.00000,1.00000,100.00000
2.00000,5.00000,750.00000
10.00000,2.00000,350.00000
8.00000,8.00000,700.00000
1.00000,3.00000,400.00000
8.00000,6.00000,950.00000
3.00000,4.00000,550.00000
9.00000,14.00000,300.00000
1.00000,0.00000,350.00000
4.00000,6.00000,500.00000
4.00000,2.00000,100.00000
8.00000,11.00000,750.00000
2.00000,4.00000,300.00000
1.00000,2.00000,300.00000
3.00000,4.00000,200.00000
5.00000,0.00000,700.00000
3.00000,4.00000,350.00000
3.00000,6.00000,300.00000
1.00000,2.00000,500.00000
0.00000,0.00000,400.00000
2.00000,6.00000,400.00000
5.00000,4.00000,700.00000
5.00000,5.00000,550.00000
2.00000,3.00000,200.00000
12.00000,3.00000,300.00000
2.00000,3.00000,550.00000
8.00000,8.00000,400.00000
12.00000,8.00000,400.00000
3.00000,2.00000,150.00000
1.00000,0.00000,300.00000
1.00000,0.00000,200.00000
3.00000,1.00000,600.00000
5.00000,2.00000,300.00000
5.00000,6.00000,450.00000
6.00000,0.00000,300.00000
4.00000,2.00000,500.00000
8.00000,14.00000,500.00000
4.00000,8.00000,650.00000
5.00000,0.00000,200.00000
6.00000,10.00000,200.00000
6.00000,2.00000,100.00000
3.00000,4.00000,300.00000
9.00000,9.00000,500.00000
3.00000,0.00000,750.00000
4.00000,0.00000,600.00000
1.00000,7.00000,100.00000
4.00000,1.00000,600.00000
2.00000,3.00000,650.00000
7.00000,7.00000,250.00000
5.00000,4.00000,350.00000
8.00000,5.00000,500.00000
4.00000,0.00000,350.00000
3.00000,2.00000,500.00000
4.00000,12.00000,650.00000
2.00000,1.00000,350.00000
2.00000,7.00000,300.00000
6.00000,2.00000,650.00000
4.00000,0.00000,300.00000
13.00000,4.00000,400.00000
3.00000,1.00000,600.00000
9.00000,6.00000,400.00000
18.00000,14.00000,50.00000
6.00000,1.00000,300.00000
4.00000,3.00000,500.00000
7.00000,4.00000,500.00000
12.00000,7.00000,300.00000
4.00000,0.00000,900.00000
4.00000,0.00000,200.00000
7.00000,0.00000,650.00000
5.00000,6.00000,900.00000
4.00000,4.00000,350.00000
6.00000,1.00000,400.00000
3.00000,4.00000,400.00000
7.00000,7.00000,550.00000
8.00000,6.00000,400.00000
5.00000,1.00000,300.00000
10.00000,2.00000,200.00000
7.00000,10.00000,250.00000
0.00000,2.00000,650.00000
5.00000,1.00000,850.00000
8.00000,4.00000,1000.00000
2.00000,10.00000,400.00000
9.00000,4.00000,550.00000
1.00000,19.00000,500.00000
2.00000,4.00000,500.00000
6.00000,8.00000,350.00000
4.00000,13.00000,200.00000
2.00000,0.00000,400.00000
7.00000,1.00000,600.00000
3.00000,1.00000,450.00000
6.00000,10.00000,750.00000
6.00000,7.00000,500.00000
7.00000,1.00000,300.00000
5.00000,0.00000,400.00000
2.00000,0.00000,700.00000
1.00000,3.00000,400.00000
5.00000,4.00000,350.00000
6.00000,0.00000,650.00000
4.00000,7.00000,800.00000
8.00000,4.00000,700.00000
4.00000,2.00000,600.00000
0.00000,4.00000,400.00000
12.00000,10.00000,200.00000
3.00000,0.00000,500.00000
6.00000,5.00000,400.00000
2.00000,6.00000,300.00000
6.00000,9.00000,750.00000
4.00000,1.00000,50.00000
4.00000,5.00000,500.00000
8.00000,0.00000,400.00000
2.00000,10.00000,400.00000
6.00000,7.00000,650.00000
11.00000,2.00000,700.00000
7.00000,0.00000,300.00000
13.00000,11.00000,800.00000
4.00000,2.00000,550.00000
14.00000,2.00000,600.00000
14.00000,8.00000,600.00000
11.00000,14.00000,650.00000
8.00000,6.00000,250.00000
1.00000,9.00000,500.00000
5.00000,1.00000,350.00000
1.00000,0.00000,150.00000
20.00000,3.00000,700.00000
11.00000,8.00000,650.00000
3.00000,1.00000,350.00000
6.00000,18.00000,350.00000
0.00000,1.00000,900.00000
2.00000,9.00000,250.00000
3.00000,0.00000,200.00000
5.00000,5.00000,500.00000
5.00000,6.00000,600.00000
8.00000,2.00000,850.00000
9.00000,2.00000,800.00000
5.00000,3.00000,450.00000
12.00000,14.00000,450.00000
3.00000,1.00000,350.00000
5.00000,1.00000,150.00000
6.00000,0.00000,400.00000
2.00000,1.00000,250.00000
8.00000,5.00000,300.00000
5.00000,5.00000,250.00000
2.00000,2.00000,400.00000
12.00000,9.00000,850.00000
4.00000,6.00000,600.00000
7.00000,0.00000,400.00000
4.00000,2.00000,500.00000
2.00000,6.00000,250.00000
5.00000,11.00000,700.00000
5.00000,3.00000,200.00000
7.00000,0.00000,600.00000
1.00000,2.00000,500.00000
3.00000,9.00000,750.00000
12.00000,10.00000,900.00000
1.00000,36.00000,800.00000
12.00000,4.00000,400.00000
4.00000,10.00000,600.00000
6.00000,17.00000,250.00000
3.00000,3.00000,350.00000
1.00000,3.00000,350.00000
1.00000,7.00000,350.00000
4.00000,3.00000,600.00000
1.00000,2.00000,500.00000
3.00000,1.00000,650.00000
3.00000,2.00000,400.00000
6.00000,15.00000,650.00000
5.00000,15.00000,800.00000
1.00000,0.00000,450.00000
1.00000,4.00000,450.00000
3.00000,11.00000,750.00000
5.00000,3.00000,350.00000
0.00000,0.00000,700.00000
12.00000,11.00000,950.00000
8.00000,5.00000,600.00000
6.00000,7.00000,750.00000
12.00000,10.00000,800.00000
4.00000,1.00000,1000.00000
1.00000,0.00000,50.00000
23.00000,8.00000,250.00000
8.00000,2.00000,850.00000
5.00000,2.00000,100.00000
3.00000,3.00000,250.00000
5.00000,4.00000,650.00000
4.00000,5.00000,300.00000
16.00000,5.00000,500.00000
9.00000,0.00000,500.00000
1.00000,0.00000,500.00000
9.00000,5.00000,250.00000
2.00000,5.00000,250.00000
16.00000,8.00000,550.00000
2.00000,3.00000,500.00000
1.00000,1.00000,600.00000
0.00000,1.00000,0.00000
2.00000,2.00000,150.00000
2.00000,18.00000,700.00000
1.00000,2.00000,850.00000
3.00000,0.00000,300.00000
4.00000,5.00000,900.00000
0.00000,2.00000,800.00000
20.00000,14.00000,500.00000
4.00000,1.00000,400.00000
3.00000,2.00000,450.00000
4.00000,1.00000,400.00000
6.00000,2.00000,350.00000
8.00000,8.00000,600.00000
4.00000,5.00000,250.00000
12.00000,10.00000,800.00000
8.00000,4.00000,300.00000
4.00000,0.00000,750.00000
2.00000,0.00000,950.00000
3.00000,11.00000,600.00000
9.00000,5.00000,600.00000
5.00000,0.00000,300.00000
2.00000,1.00000,100.00000
2.00000,2.00000,300.00000
4.00000,2.00000,700.00000
2.00000,7.00000,900.00000
2.00000,1.00000,350.00000
9.00000,8.00000,600.00000
6.00000,3.00000,50.00000
3.00000,11.00000,450.00000
6.00000,0.00000,250.00000
4.00000,0.00000,150.00000
10.00000,0.00000,700.00000
6.00000,6.00000,300.00000
11.00000,8.00000,250.00000
4.00000,5.00000,500.00000
4.00000,2.00000,350.00000
1.00000,1.00000,600.00000
3.00000,4.00000,600.00000
5.00000,1.00000,650.00000
4.00000,13.00000,700.00000
7.00000,6.00000,0.00000
1.00000,1.00000,250.00000
3.00000,4.00000,500.00000
2.00000,4.00000,550.00000
6.00000,0.00000,500.00000
5.00000,5.00000,250.00000
7.00000,5.00000,550.00000
5.00000,2.00000,150.00000
2.00000,2.00000,200.00000
4.00000,0.00000,300.00000
4.00000,8.00000,300.00000
5.00000,6.00000,450.00000
11.00000,0.00000,800.00000
5.00000,6.00000,700.00000
1.00000,1.00000,650.00000
6.00000,1.00000,250.00000
7.00000,9.00000,500.00000
6.00000,3.00000,500.00000
2.00000,1.00000,300.00000
6.00000,7.00000,1000.00000
4.00000,5.00000,400.00000
6.00000,8.00000,450.00000
6.00000,9.00000,200.00000
6.00000,2.00000,600.00000
6.00000,3.00000,150.00000
2.00000,4.00000,250.00000
0.00000,1.00000,200.00000
9.00000,5.00000,250.00000
2.00000,5.00000,700.00000
4.00000,0.00000,200.00000
6.00000,2.00000,500.00000
4.00000,1.00000,600.00000
1.00000,4.00000,400.00000
4.00000,1.00000,150.00000
6.00000,6.00000,0.00000
2.00000,3.00000,400.00000
4.00000,2.00000,400.00000
5.00000,0.00000,1000.00000
6.00000,3.00000,200.00000
1.00000,2.00000,50.00000
12.00000,8.00000,650.00000
5.00000,3.00000,250.00000
11.00000,0.00000,850.00000
1.00000,0.00000,600.00000
5.00000,3.00000,600.00000
9.00000,0.00000,750.00000
3.00000,1.00000,600.00000
0.00000,1.00000,750.00000
9.00000,2.00000,400.00000
8.00000,4.00000,350.00000
8.00000,12.00000,450.00000
3.00000,0.00000,950.00000
8.00000,8.00000,0.00000
5.00000,1.00000,350.00000
4.00000,11.00000,750.00000
6.00000,2.00000,350.00000
2.00000,0.00000,550.00000
7.00000,4.00000,650.00000
2.00000,5.00000,450.00000
1.00000,3.00000,450.00000
5.00000,4.00000,450.00000
5.00000,5.00000,650.00000
10.00000,11.00000,650.00000
14.00000,3.00000,600.00000
2.00000,3.00000,800.00000
0.00000,0.00000,400.00000
5.00000,6.00000,950.00000
13.00000,9.00000,850.00000
6.00000,0.00000,800.00000
1.00000,2.00000,600.00000
1.00000,0.00000,100.00000
3.00000,3.00000,500.00000
7.00000,0.00000,650.00000
5.00000,1.00000,200.00000
7.00000,1.00000,500.00000
3.00000,4.00000,600.00000
5.00000,1.00000,450.00000
1.00000,0.00000,400.00000
7.00000,7.00000,500.00000
4.00000,5.00000,700.00000
1.00000,2.00000,300.00000
6.00000,0.00000,650.00000
10.00000,7.00000,600.00000
1.00000,2.00000,250.00000
16.00000,17.00000,100.00000
7.00000,9.00000,700.00000
22.00000,25.00000,550.00000
1.00000,0.00000,900.00000
3.00000,6.00000,450.00000
4.00000,6.00000,0.00000
3.00000,2.00000,650.00000
11.00000,11.00000,750.00000
5.00000,11.00000,500.00000
6.00000,5.00000,300.00000
6.00000,0.00000,250.00000
4.00000,2.00000,150.00000
5.00000,1.00000,400.00000
4.00000,0.00000,400.00000
4.00000,2.00000,400.00000
8.00000,8.00000,700.00000
7.00000,11.00000,500.00000
7.00000,4.00000,300.00000
8.00000,6.00000,250.00000
1.00000,5.00000,750.00000
11.00000,10.00000,550.00000
0.00000,0.00000,150.00000
1.00000,6.00000,550.00000
14.00000,9.00000,350.00000
10.00000,1.00000,550.00000
5.00000,0.00000,700.00000
8.00000,2.00000,650.00000
0.00000,4.00000,250.00000
8.00000,1.00000,450.00000
6.00000,1.00000,650.00000
5.00000,0.00000,0.00000
1.00000,0.00000,400.00000
18.00000,10.00000,850.00000
5.00000,8.00000,1000.00000
3.00000,1.00000,250.00000
8.00000,9.00000,350.00000
3.00000,4.00000,750.00000
8.00000,6.00000,400.00000
3.00000,10.00000,500.00000
3.00000,2.00000,250.00000
9.00000,0.00000,850.00000
8.00000,8.00000,700.00000
6.00000,3.00000,600.00000
10.00000,27.00000,250.00000
6.00000,6.00000,900.00000
0.00000,1.00000,650.00000
1.00000,0.00000,600.00000
1.00000,1.00000,850.00000
3.00000,0.00000,250.00000
2.00000,4.00000,400.00000
4.00000,8.00000,350.00000
4.00000,1.00000,450.00000
7.00000,0.00000,0.00000
10.00000,32.00000,900.00000
10.00000,14.00000,500.00000
8.00000,0.00000,450.00000
1.00000,8.00000,950.00000
4.00000,1.00000,400.00000
4.00000,5.00000,750.00000
4.00000,7.00000,650.00000
14.00000,17.00000,950.00000
3.00000,3.00000,600.00000
10.00000,0.00000,550.00000
10.00000,1.00000,450.00000
2.00000,0.00000,650.00000
16.00000,17.00000,450.00000
5.00000,2.00000,600.00000
6.00000,0.00000,400.00000
1.00000,1.00000,500.00000
3.00000,6.00000,350.00000
5.00000,3.00000,750.00000
1.00000,1.00000,500.00000
14.00000,2.00000,600.00000
2.00000,0.00000,550.00000
6.00000,7.00000,1000.00000
7.00000,16.00000,250.00000
7.00000,15.00000,0.00000
2.00000,1.00000,600.00000
7.00000,3.00000,250.00000
5.00000,3.00000,750.00000
2.00000,12.00000,750.00000
8.00000,5.00000,150.00000
3.00000,5.00000,350.00000
8.00000,4.00000,650.00000
9.00000,0.00000,450.00000
3.00000,2.00000,400.00000
8.00000,0.00000,700.00000
10.00000,0.00000,1000.00000
6.00000,4.00000,250.00000
4.00000,9.00000,400.00000
2.00000,6.00000,850.00000
4.00000,0.00000,550.00000
10.00000,13.00000,250.00000
6.00000,6.00000,300.00000
2.00000,1.00000,500.00000
4.00000,2.00000,400.00000
6.00000,1.00000,400.00000
20.00000,1.00000,250.00000
2.00000,1.00000,550.00000
3.00000,5.00000,250.00000
5.00000,5.00000,400.00000
4.00000,1.00000,500.00000
0.00000,9.00000,800.00000
13.00000,1.00000,250.00000
3.00000,2.00000,500.00000
13.00000,5.00000,250.00000
6.00000,42.00000,300.00000
12.00000,18.00000,300.00000
5.00000,5.00000,500.00000
7.00000,6.00000,700.00000
3.00000,2.00000,600.00000
9.00000,1.00000,500.00000
12.00000,1.00000,700.00000
6.00000,5.00000,500.00000
15.00000,0.00000,600.00000
2.00000,5.00000,600.00000
6.00000,9.00000,650.00000
4.00000,5.00000,150.00000
2.00000,2.00000,600.00000
4.00000,12.00000,400.00000
8.00000,0.00000,550.00000
12.00000,6.00000,900.00000
2.00000,0.00000,250.00000
3.00000,5.00000,200.00000
9.00000,6.00000,1000.00000
6.00000,3.00000,300.00000
4.00000,1.00000,800.00000
3.00000,2.00000,550.00000
1.00000,2.00000,400.00000
4.00000,2.00000,350.00000
4.00000,6.00000,600.00000
8.00000,13.00000,800.00000
4.00000,4.00000,500.00000
10.00000,7.00000,650.00000
5.00000,0.00000,600.00000
6.00000,8.00000,350.00000
7.00000,12.00000,300.00000
4.00000,4.00000,150.00000
7.00000,0.00000,600.00000
0.00000,2.00000,650.00000
2.00000,0.00000,450.00000
1.00000,2.00000,150.00000
7.00000,1.00000,400.00000
7.00000,2.00000,400.00000
2.00000,8.00000,600.00000
8.00000,1.00000,700.00000
7.00000,7.00000,0.00000
4.00000,0.00000,0.00000
6.00000,7.00000,900.00000
5.00000,0.00000,300.00000
2.00000,1.00000,300.00000
5.00000,3.00000,650.00000
7.00000,4.00000,250.00000
1.00000,0.00000,200.00000
4.00000,3.00000,750.00000
5.00000,12.00000,900.00000
5.00000,5.00000,750.00000
0.00000,6.00000,300.00000
6.00000,1.00000,350.00000
12.00000,3.00000,400.00000
7.00000,2.00000,550.00000
6.00000,5.00000,750.00000
5.00000,10.00000,850.00000
4.00000,3.00000,200.00000
2.00000,5.00000,350.00000
0.00000,9.00000,300.00000
1.00000,4.00000,750.00000
5.00000,3.00000,500.00000
6.00000,1.00000,300.00000
3.00000,2.00000,700.00000
7.00000,2.00000,350.00000
19.00000,2.00000,350.00000
4.00000,6.00000,350.00000
4.00000,0.00000,300.00000
3.00000,5.00000,400.00000
0.00000,10.00000,400.00000
0.00000,2.00000,250.00000
1.00000,5.00000,500.00000
12.00000,5.00000,700.00000
6.00000,1.00000,400.00000
1.00000,3.00000,250.00000
2.00000,3.00000,400.00000
11.00000,4.00000,600.00000
6.00000,1.00000,600.00000
6.00000,2.00000,200.00000
8.00000,6.00000,900.00000
6.00000,0.00000,600.00000
2.00000,5.00000,450.00000
2.00000,1.00000,0.00000
5.00000,5.00000,550.00000
1.00000,0.00000,200.00000
2.00000,0.00000,400.00000
2.00000,1.00000,300.00000
9.00000,14.00000,0.00000
5.00000,12.00000,300.00000
5.00000,1.00000,700.00000
6.00000,4.00000,0.00000
15.00000,11.00000,600.00000
5.00000,9.00000,650.00000
5.00000,3.00000,500.00000
4.00000,2.00000,500.00000
10.00000,11.00000,250.00000
0.00000,1.00000,500.00000
2.00000,2.00000,1000.00000
9.00000,0.00000,350.00000
4.00000,9.00000,400.00000
1.00000,2.00000,300.00000
9.00000,20.00000,750.00000
5.00000,8.00000,600.00000
3.00000,7.00000,600.00000
13.00000,5.00000,750.00000
2.00000,1.00000,100.00000
7.00000,0.00000,350.00000
4.00000,0.00000,500.00000
2.00000,0.00000,550.00000
3.00000,0.00000,350.00000
7.00000,0.00000,650.00000
10.00000,25.00000,750.00000
3.00000,7.00000,300.00000
4.00000,8.00000,350.00000
9.00000,17.00000,450.00000
5.00000,1.00000,500.00000
6.00000,1.00000,700.00000
2.00000,4.00000,450.00000
3.00000,2.00000,500.00000
8.00000,4.00000,300.00000
1.00000,4.00000,250.00000
18.00000,5.00000,550.00000
2.00000,0.00000,300.00000
2.00000,16.00000,600.00000
10.00000,7.00000,650.00000
6.00000,0.00000,400.00000
12.00000,6.00000,700.00000
1.00000,5.00000,100.00000
4.00000,3.00000,800.00000
36.00000,3.00000,400.00000
0.00000,0.00000,50.00000
18.00000,11.00000,1000.00000
5.00000,2.00000,500.00000
6.00000,0.00000,300.00000
5.00000,1.00000,750.00000
3.00000,1.00000,150.00000
5.00000,0.00000,500.00000
19.00000,1.00000,500.00000
0.00000,4.00000,100.00000
4.00000,3.00000,400.00000
5.00000,0.00000,300.00000
16.00000,5.00000,350.00000
22.00000,4.00000,450.00000
3.00000,1.00000,700.00000
6.00000,5.00000,650.00000
2.00000,5.00000,650.00000
17.00000,16.00000,750.00000
7.00000,8.00000,500.00000
5.00000,5.00000,500.00000
1.00000,0.00000,300.00000
7.00000,4.00000,550.00000
8.00000,25.00000,350.00000
4.00000,11.00000,500.00000
8.00000,4.00000,350.00000
12.00000,0.00000,250.00000
6.00000,3.00000,350.00000
5.00000,12.00000,200.00000
3.00000,11.00000,400.00000
8.00000,1.00000,700.00000
15.00000,0.00000,500.00000
7.00000,1.00000,350.00000
5.00000,1.00000,250.00000
1.00000,0.00000,400.00000
3.00000,4.00000,100.00000
5.00000,1.00000,400.00000
2.00000,3.00000,250.00000
3.00000,6.00000,500.00000
0.00000,3.00000,600.00000
1.00000,0.00000,350.00000
3.00000,8.00000,200.00000
3.00000,6.00000,550.00000
11.00000,14.00000,500.00000
2.00000,4.00000,200.00000
6.00000,9.00000,900.00000
12.00000,19.00000,600.00000
1.00000,1.00000,0.00000
5.00000,3.00000,400.00000
12.00000,3.00000,300.00000
7.00000,6.00000,100.00000
4.00000,22.00000,700.00000
11.00000,7.00000,150.00000
10.00000,14.00000,750.00000
7.00000,20.00000,300.00000
7.00000,4.00000,850.00000
12.00000,10.00000,600.00000
10.00000,5.00000,400.00000
7.00000,2.00000,450.00000
4.00000,10.00000,500.00000
9.00000,8.00000,450.00000
4.00000,4.00000,600.00000
6.00000,10.00000,600.00000
5.00000,8.00000,200.00000
5.00000,1.00000,700.00000
13.00000,22.00000,900.00000
12.00000,2.00000,400.00000
4.00000,8.00000,800.00000
7.00000,6.00000,700.00000
1.00000,3.00000,650.00000
7.00000,9.00000,150.00000
3.00000,13.00000,500.00000
7.00000,3.00000,350.00000
5.00000,0.00000,450.00000
4.00000,6.00000,400.00000
3.00000,2.00000,350.00000
10.00000,0.00000,350.00000
11.00000,11.00000,350.00000
3.00000,0.00000,200.00000
6.00000,9.00000,500.00000
11.00000,4.00000,400.00000
5.00000,10.00000,750.00000
5.00000,12.00000,0.00000
5.00000,1.00000,650.00000
5.00000,4.00000,850.00000
1.00000,2.00000,0.00000
6.00000,0.00000,800.00000
6.00000,2.00000,750.00000
5.00000,0.00000,600.00000
5.00000,6.00000,550.00000
5.00000,14.00000,550.00000
2.00000,1.00000,250.00000
1.00000,0.00000,200.00000
1.00000,6.00000,300.00000
12.00000,4.00000,500.00000
3.00000,0.00000,450.00000
3.00000,10.00000,300.00000
11.00000,4.00000,800.00000
2.00000,2.00000,850.00000
15.00000,13.00000,900.00000
3.00000,0.00000,350.00000
19.00000,14.00000,800.00000
3.00000,6.00000,700.00000
10.00000,10.00000,300.00000
2.00000,0.00000,300.00000
4.00000,5.00000,900.00000
1.00000,5.00000,200.00000
8.00000,11.00000,450.00000
3.00000,3.00000,550.00000
9.00000,2.00000,300.00000
6.00000,1.00000,250.00000
2.00000,0.00000,550.00000
5.00000,0.00000,650.00000
1.00000,1.00000,400.00000
2.00000,0.00000,0.00000
2.00000,8.00000,700.00000
4.00000,6.00000,650.00000
5.00000,0.00000,100.00000
6.00000,0.00000,300.00000
6.00000,14.00000,450.00000
7.00000,1.00000,750.00000
9.00000,1.00000,400.00000
4.00000,2.00000,250.00000
13.00000,2.00000,850.00000
1.00000,12.00000,200.00000
3.00000,1.00000,350.00000
7.00000,2.00000,400.00000
6.00000,5.00000,250.00000
6.00000,5.00000,950.00000
4.00000,8.00000,600.00000
5.00000,2.00000,650.00000
1.00000,3.00000,400.00000
13.00000,7.00000,550.00000
2.00000,0.00000,1000.00000
9.00000,12.00000,1000.00000
2.00000,4.00000,350.00000
3.00000,3.00000,450.00000
6.00000,1.00000,600.00000
3.00000,3.00000,150.00000
11.00000,7.00000,300.00000
9.00000,6.00000,450.00000
0.00000,5.00000,400.00000
1.00000,0.00000,100.00000
3.00000,1.00000,250.00000
3.00000,4.00000,0.00000
5.00000,3.00000,600.00000
1.00000,13.00000,0.00000
2.00000,8.00000,250.00000
9.00000,4.00000,450.00000
2.00000,2.00000,800.00000
0.00000,0.00000,400.00000
5.00000,4.00000,600.00000
3.00000,2.00000,1000.00000
0.00000,4.00000,350.00000
6.00000,3.00000,350.00000
14.00000,9.00000,150.00000
