# gunningFog,flesch_readindEase,flesch_kincaid,dale_chall,automated_readabilityIndex, simple_gobbledygook, lix, word_variationIndex, nominal_ratio, avaliacao
66.87742,-2.33290,34.49075,19.96446,52.72430,46.49881,167.19355,52.90281,1.04167,438.00000
27.40000,51.72000,9.79600,13.09890,29.47600,14.90500,68.50000,21.85311,1.75000,250.00000
31.43000,40.28200,12.85367,13.96413,31.76467,18.96932,78.57500,241.70661,1.07463,438.00000
53.06866,13.39463,26.76478,17.32925,47.79045,37.14686,132.67164,46.48800,1.00000,438.00000
91.82466,-110.27836,61.20110,24.07248,81.26055,61.81027,229.56164,57.52444,1.84211,312.00000
26.21818,70.56000,6.76000,12.79483,23.48000,13.81554,65.54545,39.86104,0.50000,438.00000
39.86667,17.13455,19.09212,15.79997,39.82303,26.29656,99.66667,26.12254,0.64706,375.00000
38.18095,38.15810,13.04857,16.68683,28.46333,21.25133,95.45238,41.07763,2.12500,562.00000
44.67368,38.69053,17.02737,17.15604,21.53579,29.65213,111.68421,66.79296,1.58333,375.00000
34.25455,88.57455,6.46545,14.77588,33.17091,21.00450,85.63636,49.14237,3.55556,188.00000
43.98261,29.90609,15.14957,18.50773,31.32000,25.07846,109.95652,222.73244,1.00000,250.00000
34.66667,54.80000,8.82667,16.23817,23.04000,15.58907,86.66667,65.13493,1.22222,125.00000
53.12381,-13.93143,34.27810,15.50992,51.07667,35.86111,132.80952,74.38799,0.94828,438.00000
27.86897,24.71310,14.11655,13.06742,34.75931,15.92008,69.67241,78.06745,1.70588,500.00000
58.37802,-34.00264,38.64571,16.82592,57.24440,39.59330,145.94505,44.12747,1.23529,438.00000
26.84820,61.31095,7.42850,13.38812,29.86791,12.17378,67.12051,73.07613,0.50538,562.00000
64.56623,-6.49558,31.73558,20.78492,45.06442,45.13290,161.41558,37.25750,1.37500,250.00000
34.06154,45.13231,16.30667,12.85859,36.55487,23.79809,85.15385,256.78054,0.78788,562.00000
25.89216,61.92745,7.18529,13.09030,30.14490,11.44101,64.73039,85.14563,0.55435,562.00000
43.29231,54.36308,14.97333,16.50244,31.36513,29.11974,108.23077,256.78054,1.13043,500.00000
25.39737,52.36324,8.87204,12.73740,27.56053,12.24546,63.49342,89.25083,0.73529,625.00000
29.07429,49.26400,9.29067,14.20385,26.73886,13.11850,72.68571,288.19657,1.78261,500.00000
31.34410,55.80969,9.34012,14.58621,22.28286,16.47207,78.36025,61.08878,1.71111,625.00000
63.07952,-8.65735,33.30651,19.54824,53.76337,44.08071,157.69880,31.84957,1.12727,375.00000
27.17508,44.52511,10.77233,13.04260,26.76800,14.69357,67.93770,53.75896,0.92105,625.00000
66.38095,-37.48571,42.08571,18.46888,64.13905,44.78492,165.95238,124.94255,1.40741,500.00000
33.96426,43.91973,15.08330,13.54219,34.44110,23.13134,84.91065,118.37031,0.88571,500.00000
39.14286,12.68571,20.15429,15.29764,39.82286,26.29656,97.85714,83.76603,0.66667,500.00000
27.00000,77.00000,5.62000,13.21175,19.36000,13.52947,67.50000,33.39910,0.93103,562.00000
27.83192,74.76376,6.32761,13.34160,19.93343,14.72902,69.57981,41.94118,1.16216,562.00000
34.61818,49.30182,12.13818,14.91943,28.61273,21.15295,86.54545,56.20380,0.91358,500.00000
27.26854,38.25671,11.60085,13.11921,24.53343,14.55091,68.17136,53.92155,1.18605,562.00000
38.81320,36.29360,16.46455,15.31191,29.15393,25.89689,97.03300,62.71309,0.76389,250.00000
33.08333,49.21000,9.50300,15.68083,24.72767,14.77321,82.70833,43.89177,0.85965,688.00000
29.86667,73.68000,5.68000,14.55997,26.38944,13.03875,74.66667,80.41009,0.60000,562.00000
26.00000,30.80000,12.29333,12.81700,32.77667,13.23722,65.00000,70.67551,1.20513,750.00000
27.03243,40.16930,10.69207,13.35254,35.47588,12.85567,67.58107,69.33238,1.20548,688.00000
23.52000,43.39345,10.22255,11.96798,26.10836,11.86613,58.80000,152.13149,1.26087,750.00000
35.33333,44.80000,11.32000,15.95983,26.92667,18.63650,88.33333,56.55232,0.65753,438.00000
44.70345,39.42621,15.03310,18.14249,21.94621,27.46068,111.75862,160.35178,2.33333,312.00000
30.18000,62.03200,9.71200,13.47070,30.95008,18.46784,75.45000,71.31803,0.60204,625.00000
36.00000,30.80000,15.44000,15.14000,35.11400,22.61839,90.00000,87.63812,1.01351,500.00000
29.34563,83.80306,3.52971,14.70951,26.32256,10.22295,73.36407,57.32995,0.49153,562.00000
31.20893,37.72275,12.58701,14.20538,30.59993,17.77721,78.02234,118.37031,0.68056,562.00000
35.63249,69.66924,7.63787,16.12434,32.09574,18.51618,89.08123,53.17448,0.59048,625.00000
62.96232,14.41391,27.03710,21.01818,36.09333,43.72435,157.40580,105.33503,1.21429,125.00000
22.04150,85.10027,3.20878,11.89516,22.82116,8.26539,55.10374,76.56332,0.48936,562.00000
26.40270,56.81243,8.37865,13.05719,23.85378,12.93838,66.00676,64.55813,0.71429,562.00000
39.00000,58.40000,14.60000,14.69975,33.02000,26.88492,97.50000,72.56592,0.70370,438.00000
33.01549,28.04704,14.31676,14.74704,29.85789,19.05162,82.53873,91.96219,1.15385,625.00000
34.19099,60.23856,11.11784,14.46199,30.63712,21.73658,85.47748,49.37329,0.71186,438.00000
39.77143,22.02286,17.33714,16.30387,36.84143,25.07846,99.42857,58.09657,2.36364,375.00000
28.37754,51.11696,9.07022,13.90444,22.26167,13.08865,70.94384,65.47358,1.28571,562.00000
35.49474,51.81895,11.14526,15.59035,26.31000,20.43824,88.73684,76.21893,3.50000,500.00000
29.96667,45.05636,9.86697,14.57237,32.13909,13.23722,74.91667,62.65551,0.83333,438.00000
35.71429,51.42857,11.41143,15.56871,25.37000,20.89783,89.28571,55.02815,0.99020,438.00000
27.31429,62.29714,8.58286,12.90261,26.31143,15.52202,68.28571,98.09135,1.28261,500.00000
26.54493,33.33101,11.43826,13.28481,31.97333,11.99725,66.36232,90.69730,1.00000,625.00000
34.25540,40.14723,13.81014,14.59572,31.61897,21.49533,85.63850,78.67460,0.67797,812.00000
39.99070,15.51256,21.42419,14.76593,40.69442,27.74408,99.97674,77.16520,0.67105,500.00000
32.08157,55.84282,10.85773,14.09138,31.90933,19.61803,80.20392,61.32507,0.68932,438.00000
27.83724,63.55421,6.68110,13.99711,21.81062,10.90422,69.59310,130.20762,1.44444,500.00000
26.70965,61.95842,7.18956,13.40850,30.50693,11.66669,66.77412,110.09722,1.02439,625.00000
41.69450,39.30304,16.16971,16.37710,30.79016,27.46068,104.23625,50.54517,1.22642,562.00000
46.28235,12.01882,23.60706,16.38316,41.40471,32.18228,115.70588,42.99883,1.23333,625.00000
27.94054,41.35459,12.55189,12.66248,30.41027,17.33159,69.85135,236.43759,1.11538,562.00000
47.52593,35.17333,20.89185,16.54916,37.66370,33.14029,118.81481,79.67525,0.82051,562.00000
79.66667,-50.00000,47.04000,22.08892,62.50833,54.54979,199.16667,71.16613,1.14286,250.00000
59.56049,-24.46222,35.16988,18.37570,59.93630,41.52203,148.90123,49.79215,0.75309,500.00000
55.69524,-4.43399,28.01143,19.05200,41.90103,38.66030,139.23810,74.65640,0.92632,438.00000
61.72658,-8.81823,32.49063,19.44737,56.07266,43.18430,154.31646,46.27757,0.67769,750.00000
59.61053,-10.30316,32.07579,18.93696,60.19658,41.71000,149.02632,58.66729,0.67114,500.00000
32.51661,35.55851,11.98359,15.19449,25.11064,16.11543,81.29153,102.47758,1.44118,438.00000
36.86667,79.48000,8.51333,15.42797,28.02000,23.13134,92.16667,54.48197,2.00000,500.00000
41.05714,13.31736,22.26571,14.91616,37.42659,28.57742,102.64286,47.39530,1.15094,438.00000
49.60000,47.28000,18.30400,17.80110,36.22400,34.07138,124.00000,89.71711,1.54545,438.00000
65.55897,-5.58154,31.81333,21.06851,45.51744,45.82095,163.89744,34.00529,1.40000,375.00000
27.45757,47.99350,9.95667,13.31657,34.10426,14.04020,68.64393,71.38384,0.50370,688.00000
39.56863,57.61569,12.26588,16.18772,26.88549,25.07846,98.92157,51.58171,0.77586,312.00000
35.48868,73.65396,6.78509,16.21068,17.42245,17.77721,88.72170,42.71013,1.14286,500.00000
39.20000,2.64000,24.75200,13.69570,43.40000,27.46068,98.00000,79.05679,1.08824,625.00000
54.89114,-8.36253,32.42481,16.74908,55.63595,37.97985,137.22785,80.95588,1.40909,500.00000
52.97544,22.72000,23.32000,18.37545,36.63439,36.72328,132.43860,126.76450,1.40000,250.00000
42.56842,48.16421,15.65895,16.32498,28.92000,28.57742,106.42105,30.57730,0.92593,375.00000
36.42759,38.18483,15.21241,14.87559,32.97034,23.79809,91.06897,113.10281,1.10000,562.00000
28.00000,61.52000,7.85600,13.60650,23.96000,13.81554,70.00000,70.52124,1.30000,562.00000
28.00000,75.20000,5.88000,13.60650,40.98000,13.81554,70.00000,26.63111,0.78261,250.00000
30.05926,49.92000,13.09778,12.57829,30.29852,20.24597,75.14815,65.28927,0.74359,438.00000
39.60000,48.04000,12.74000,16.66940,34.06833,23.79809,99.00000,117.65895,1.46667,500.00000
40.80000,97.92000,0.92000,19.52570,45.28000,8.10611,102.00000,0.00000,4.50000,0.00000
55.42857,-3.14286,29.78286,17.93593,47.27143,38.79496,138.57143,71.65599,2.43478,375.00000
47.61951,37.60390,17.81366,17.99400,32.82049,31.69241,119.04878,51.15966,1.07407,250.00000
46.36923,34.05538,17.90667,17.71705,29.83179,30.68923,115.92308,47.11089,0.55556,250.00000
33.71628,61.31442,10.29814,14.61755,26.26000,20.62872,84.29070,49.73622,0.65714,375.00000
65.73333,-6.56000,31.32533,21.46223,45.26133,45.82095,164.33333,18.43417,4.00000,125.00000
52.66667,14.40000,22.00444,19.55317,31.08000,34.97769,131.66667,37.60964,5.00000,312.00000
25.67777,56.94771,8.03519,12.93825,22.29746,11.80392,64.19443,62.14413,0.83696,500.00000
62.88696,-16.02783,36.25913,18.49753,56.83000,43.36507,157.21739,69.87748,1.03333,625.00000
58.78904,21.86082,26.80055,18.93757,45.51726,41.14352,146.97260,67.13946,2.16000,375.00000
36.47619,71.20000,7.50667,16.41098,15.33905,18.99287,91.19048,40.98691,1.13953,688.00000
38.00000,27.08571,18.07429,14.84650,36.93143,25.69473,95.00000,105.92405,1.11111,625.00000
29.50303,50.38303,10.44364,13.69442,32.87152,16.56228,73.75758,73.23695,0.80556,438.00000
27.20606,47.38545,11.26121,12.58914,34.79333,16.40409,68.01515,130.01176,0.87500,312.00000
34.97021,-6.70979,25.47319,12.35089,42.86298,24.44666,87.42553,110.45190,0.52273,562.00000
46.86038,6.50264,24.82340,16.39473,41.50868,32.66480,117.15094,133.17765,1.34483,500.00000
36.72593,31.92000,15.69778,15.20996,32.98185,23.46709,91.81481,89.55144,0.87879,625.00000
36.93165,46.51313,13.25424,15.46445,29.67836,23.13134,92.32913,83.22989,0.71000,625.00000
28.48615,57.02400,8.42474,13.84006,23.79077,13.72815,71.21538,84.18429,2.52632,625.00000
31.11180,84.10062,4.21975,15.02828,20.17429,13.48811,77.77950,49.02010,0.90000,562.00000
29.85905,89.89029,2.83505,14.81688,14.33543,11.14079,74.64762,48.54038,0.43860,500.00000
62.28571,12.28571,27.55429,20.64279,41.68571,43.36507,155.71429,150.84190,1.65217,0.00000
52.14545,46.05818,17.22182,19.45572,31.76909,34.52751,130.36364,42.75508,1.04000,312.00000
41.42857,45.60000,15.40000,16.19993,30.62286,27.46068,103.57143,68.98043,1.31579,250.00000
42.05672,15.99582,19.36149,16.61034,36.75791,27.46068,105.14179,51.93913,1.53125,500.00000
31.43805,48.26107,11.11376,14.27055,27.15746,17.95236,78.59512,67.81911,1.16000,438.00000
23.67483,66.15973,6.80122,12.09769,27.24639,11.55440,59.18707,117.89175,0.61905,562.00000
48.94951,17.25553,22.95553,17.38187,46.47165,33.84101,122.37379,64.68474,0.80000,438.00000
23.11304,54.94957,11.53217,10.26947,38.92000,15.92008,57.78261,222.73244,0.60714,250.00000
58.78919,-7.12216,31.19676,18.82933,50.63432,41.14352,146.97297,131.74401,0.87097,500.00000
31.83030,50.39273,11.98061,13.81891,27.87394,19.98672,79.57576,70.15476,0.86364,375.00000
31.38974,64.48923,9.42000,13.91575,25.67487,19.05162,78.47436,59.43408,1.22222,562.00000
54.35556,0.12000,29.73111,17.29576,50.52444,37.97985,135.88889,70.02461,2.00000,500.00000
34.40000,20.56000,19.22667,13.31710,46.95111,23.79809,86.00000,72.21078,0.79310,688.00000
27.61254,36.45129,11.83666,13.26789,34.57624,14.60202,69.03136,55.57233,0.93056,625.00000
55.46441,37.72475,21.57220,19.14137,36.21085,38.38957,138.66102,91.54855,3.25000,375.00000
46.88889,59.20000,15.53333,17.27239,31.08000,31.93829,117.22222,37.85474,0.31111,625.00000
65.33333,-4.40000,34.16000,19.67983,49.80667,45.47823,163.33333,44.88899,1.17778,312.00000
38.94815,16.58667,17.91259,16.08718,38.22074,24.44666,97.37037,44.85065,2.36364,500.00000
49.00000,8.00000,21.88000,18.64725,36.35500,32.18228,122.50000,30.76019,1.00000,438.00000
38.00000,51.77143,14.50857,14.84650,35.88000,25.69473,95.00000,68.98043,0.85185,500.00000
31.02245,82.48449,5.29980,14.55594,24.53694,15.92008,77.55612,43.36122,0.64583,562.00000
30.36230,41.35311,11.87033,13.97044,22.90672,17.10443,75.90574,39.79968,1.26087,625.00000
52.50526,-31.14526,35.08632,16.13215,59.98474,36.29475,131.26316,111.28850,0.57333,625.00000
34.33333,51.93333,9.94000,15.74558,17.83667,17.48139,85.83333,55.21051,1.50000,312.00000
34.33548,49.76000,13.96000,13.83313,32.88839,23.13134,85.83871,89.25952,0.64912,500.00000
51.42857,2.00000,29.04000,16.35693,52.52857,35.86111,128.57143,59.09736,1.32609,438.00000
43.84444,64.56000,12.87111,17.04529,28.80667,28.84985,109.61111,29.55945,1.12121,562.00000
28.20000,47.40000,10.42000,13.41470,34.26000,15.16514,70.50000,87.63812,0.66667,750.00000
48.71724,-0.66483,26.90759,16.58623,53.58207,34.07138,121.79310,49.53370,1.27273,500.00000
46.66275,4.14745,23.55529,17.14702,42.22608,31.85654,116.65686,121.25434,1.08750,375.00000
44.14627,46.08537,15.01522,17.43519,31.12806,28.44023,110.36567,56.50428,1.21622,438.00000
46.56883,39.15481,17.06519,17.85000,35.35299,30.68923,116.42208,174.16681,1.03846,125.00000
48.59512,48.14049,16.29171,18.37912,35.62537,32.18228,121.48780,107.88447,1.35000,562.00000
33.20000,67.68000,6.54667,15.87580,31.43667,13.81554,83.00000,77.21597,0.73684,438.00000
49.46667,-12.64842,28.42877,16.99037,55.68000,34.52751,123.66667,71.15230,0.66667,562.00000
25.71282,38.94154,11.74667,12.37874,38.20718,14.55091,64.28205,256.78054,0.53061,500.00000
30.04848,51.52985,8.97482,14.58251,28.28559,13.39742,75.12121,62.14478,0.84000,625.00000
45.55556,44.80000,17.61333,16.74606,35.16889,31.19486,113.88889,124.92224,1.50000,562.00000
38.21881,38.63109,14.36129,15.98880,30.50604,23.63317,95.54703,47.39719,1.22034,562.00000
64.49877,-28.01778,35.68346,20.32509,59.48198,45.13290,161.24691,23.63523,1.33962,562.00000
57.69577,-9.07944,30.85014,18.72261,52.38085,40.37585,144.23944,43.96056,0.84615,688.00000
37.26323,35.01251,16.36990,14.84446,39.13595,24.86964,93.15808,66.41490,0.88312,562.00000
32.14286,57.62857,9.99143,14.42964,22.13429,18.63650,80.35714,35.25083,0.72727,500.00000
33.02857,49.95429,10.36571,15.15833,28.21714,17.42163,82.57143,52.70120,0.80392,625.00000
29.93793,76.85103,6.58552,13.88415,31.03172,16.64081,74.84483,57.10253,0.97561,938.00000
48.00678,-0.10576,27.03661,16.19748,48.60746,33.60906,120.01695,44.78661,0.63462,375.00000
31.06605,45.69340,11.65247,14.03706,33.51451,18.12581,77.66512,77.16520,0.84416,750.00000
29.21429,72.90000,5.95000,14.22121,22.55571,13.38415,73.03571,52.70120,0.89583,500.00000
46.00000,31.44000,20.59200,16.38000,41.92800,31.93829,115.00000,79.55714,0.93151,562.00000
28.48656,57.50872,8.89692,13.56031,28.80407,15.11347,71.21639,61.90987,0.82609,688.00000
31.24783,57.79913,9.91435,14.10340,21.19000,18.21192,78.11957,116.60744,0.72093,438.00000
29.17804,51.62729,9.32690,14.04987,30.21741,14.26131,72.94510,72.77983,1.20513,562.00000
43.24651,3.79163,23.11721,16.05116,37.11070,29.65213,108.11628,81.48417,0.42105,312.00000
25.91868,66.61144,6.11830,13.30233,26.14459,10.02376,64.79669,69.00710,0.77381,625.00000
34.47879,88.84000,5.27333,15.46005,15.41758,19.05162,86.19697,76.14351,1.36364,312.00000
30.92185,57.96275,8.34652,14.77193,21.15111,14.55091,77.30462,60.53138,1.80488,688.00000
38.20645,47.43742,14.29548,15.36120,30.73677,25.07846,95.51613,117.56593,2.08333,438.00000
28.20000,67.95273,6.50727,13.90205,23.50864,12.63246,70.50000,44.85332,0.96226,562.00000
42.74146,14.77463,21.11122,16.06839,42.91805,29.11974,106.85366,45.97947,1.23333,562.00000
48.66230,2.03541,27.14689,16.23964,48.31541,34.07138,121.65574,57.58211,0.51220,500.00000
33.54783,45.55826,12.88870,14.38860,40.12000,21.00450,83.86957,34.06751,0.34615,438.00000
42.74146,20.04293,20.35024,16.06839,49.31317,29.11974,106.85366,65.37155,1.20588,562.00000
28.93333,69.01333,6.42400,14.15543,26.99867,13.03875,72.33333,89.71711,1.41176,500.00000
31.68383,48.09729,11.22832,14.32064,28.21459,18.21192,79.20957,88.98565,1.57377,500.00000
27.22069,56.28368,7.52851,13.85842,28.81402,9.93667,68.05172,107.60815,0.53763,625.00000
39.14286,14.74286,19.85714,15.29764,39.82286,26.29656,97.85714,142.82816,0.72000,562.00000
37.46667,27.25333,16.37185,15.50237,37.19852,23.79809,93.66667,289.46796,2.23077,312.00000
39.53333,42.59429,14.36571,16.20988,29.28429,24.97427,98.83333,55.13848,0.60156,438.00000
33.01667,50.65667,9.56500,15.51463,32.13083,15.58907,82.54167,50.36941,1.11111,438.00000
40.88936,72.87915,9.04723,17.23253,16.56979,24.12455,102.22340,63.86977,0.88235,250.00000
26.56538,54.77615,7.75500,13.59522,18.94500,9.84881,66.41346,46.81782,0.52941,562.00000
25.70980,65.97804,7.49176,12.55805,27.87490,13.81554,64.27451,65.79499,1.04000,625.00000
28.66667,55.60000,9.76000,13.32817,25.70000,16.40409,71.66667,46.04222,2.08696,562.00000
43.48085,23.92851,21.04766,15.71047,45.40766,30.17514,108.70213,52.18519,0.97143,500.00000
24.40000,50.92364,9.59636,12.07710,28.74909,13.23722,61.00000,49.14237,1.13333,688.00000
24.81337,36.71927,10.74906,12.70442,30.32450,10.92470,62.03343,93.83109,1.05556,625.00000
39.88571,77.72571,6.35429,17.86519,5.87429,19.45788,99.71429,0.00000,2.00000,0.00000
31.26708,44.25342,11.69863,14.19997,34.82857,17.90249,78.16770,71.38932,1.05435,688.00000
31.52308,51.97846,8.50000,15.37628,23.05692,12.25529,78.80769,73.90706,0.84444,312.00000
50.44444,38.40000,18.53778,18.67594,35.98667,33.84101,126.11111,44.88899,1.20455,562.00000
37.69175,71.04370,8.63807,16.31838,22.35670,21.73658,94.22938,38.58748,0.63478,562.00000
80.18626,-67.43084,51.86534,21.10273,74.86137,53.39025,200.46565,74.02087,0.67033,375.00000
27.99420,76.11362,5.25855,13.85691,23.97333,12.35418,69.98551,57.75271,1.02041,562.00000
35.30000,40.84500,15.45750,14.10557,32.17375,23.79809,88.25000,72.12469,0.81395,500.00000
46.28235,16.25412,22.99529,16.38316,43.02824,32.18228,115.70588,106.66578,0.56522,562.00000
37.86341,25.31122,19.58927,14.14278,37.98146,26.29656,94.65854,107.88447,1.28571,562.00000
55.17143,-12.06226,30.33699,18.21347,56.95474,38.59280,137.92857,54.45174,0.53175,562.00000
29.52754,48.12696,10.10522,14.04704,23.46000,15.07893,73.81884,65.47358,1.34286,438.00000
58.52222,5.12000,29.00889,18.94055,54.23000,40.95295,146.30556,63.36777,1.09709,562.00000
32.12308,44.94154,10.88000,14.90918,32.78154,16.64081,80.30769,61.46076,1.53333,562.00000
26.94150,73.82966,7.40653,12.50276,25.01932,16.24436,67.35374,365.40022,0.78571,500.00000
34.26667,64.15667,7.61500,16.00807,39.60583,15.92008,85.66667,43.46192,1.58333,562.00000
26.53333,48.85333,9.33600,13.20803,29.20667,12.42433,66.33333,57.69874,0.77273,562.00000
27.79649,80.15018,4.39579,13.92326,21.52351,11.32648,69.49123,81.48689,0.54795,500.00000
37.89091,19.84727,16.39273,16.21134,40.07091,22.44480,94.72727,49.14237,1.20000,625.00000
41.62222,44.56000,15.76000,16.16807,32.06500,27.74408,104.05556,70.02461,0.72222,688.00000
29.40000,51.74182,9.47818,14.05085,30.68318,14.77321,73.50000,109.49453,0.88158,500.00000
48.68475,-0.10576,27.03661,16.46510,48.99729,34.07138,121.71186,44.78661,0.61818,438.00000
28.31111,33.28000,13.61333,12.86291,42.09778,17.33159,70.77778,457.63636,0.44898,500.00000
47.96522,68.59478,14.38609,17.58897,29.84000,32.66480,119.91304,69.22288,1.47826,375.00000
30.09645,62.64284,8.88255,13.82038,29.17418,17.18049,75.24113,43.81419,1.20588,688.00000
23.03898,65.50849,6.60393,11.99710,22.42157,10.53118,57.59745,96.42481,1.27500,562.00000
29.60000,42.75429,11.40571,13.80490,32.94857,16.30844,74.00000,76.94944,1.09091,562.00000
30.32982,51.77404,9.82316,14.23740,27.57860,15.92008,75.82456,71.53280,0.63014,562.00000
36.17922,36.34961,17.47039,13.74870,40.07247,25.07846,90.44805,73.01374,3.87500,500.00000
28.28102,42.55155,10.68579,13.67102,28.95022,14.13538,70.70254,63.18080,0.70000,750.00000
43.09091,22.18182,22.97818,14.69014,39.49455,30.17514,107.72727,435.53645,1.23333,375.00000
25.03548,94.84323,2.57065,12.67993,16.94548,11.66669,62.58871,117.56593,0.95000,500.00000
44.90612,26.63184,21.07673,16.05649,53.09878,31.19486,112.26531,76.56332,2.00000,375.00000
38.60000,28.68000,13.12400,17.52010,16.78000,18.21192,96.50000,0.00000,0.77778,0.00000
74.84444,-67.32571,50.80127,19.53554,86.11302,49.11679,187.11111,71.90531,0.50649,438.00000
24.68934,48.10279,9.29582,12.55683,16.53533,11.49784,61.72336,96.42481,1.50000,312.00000
34.57934,51.13504,13.60405,14.01062,31.59264,23.13134,86.44835,86.31526,1.16667,500.00000
28.00706,65.54119,7.84456,13.31533,23.47968,15.20194,70.01766,63.31759,1.05769,562.00000
46.04444,-9.27111,27.31160,15.96434,46.01185,32.18228,115.11111,124.38972,0.75591,438.00000
30.75789,84.97684,6.35579,13.72048,39.44421,18.63650,76.89474,51.90758,4.12500,188.00000
26.04835,68.73582,6.27429,13.11457,26.26088,11.71448,65.12088,109.94687,1.32432,500.00000
26.69758,49.45585,9.64522,13.06830,30.34778,13.56155,66.74396,77.05426,0.92105,500.00000
19.60000,77.44000,5.34667,10.39890,24.54222,10.75979,49.00000,75.91594,0.81250,438.00000
48.68475,8.43661,25.80271,16.46510,45.41085,34.07138,121.71186,75.13842,1.30769,562.00000
26.73846,51.86462,9.88000,12.78361,28.88923,14.90500,66.84615,23.45545,1.66667,375.00000
25.38325,85.79665,3.98975,12.75920,24.25261,12.09004,63.45813,66.97607,1.10811,438.00000
38.04324,35.73622,17.24432,14.64697,37.99081,25.99739,95.10811,57.62694,1.18000,500.00000
26.66667,43.60000,11.49333,12.53867,31.98667,15.67248,66.66667,65.11739,0.96078,938.00000
33.54783,64.34087,10.17565,14.38860,27.12000,21.00450,83.86957,41.65589,0.40000,312.00000
30.05041,66.11285,6.52829,14.75885,36.57984,12.21266,75.12602,55.57233,0.82222,562.00000
25.82222,56.64000,8.35111,12.85512,28.42667,12.63246,64.55556,37.81984,1.86667,625.00000
32.45211,29.06113,14.17028,14.52465,28.95085,18.84520,81.13028,91.96219,1.16216,688.00000
45.49082,27.33739,17.93304,17.85765,34.80222,29.29828,113.72705,74.04241,2.70370,500.00000
33.08376,85.21299,4.76000,15.44485,19.58444,16.13699,82.70940,56.77552,2.73684,438.00000
28.88861,49.18262,11.19975,13.15104,31.74180,17.38167,72.22151,74.36037,0.77444,625.00000
35.23333,33.70000,13.71000,15.51423,29.34333,20.24597,88.08333,70.06005,1.00000,562.00000
33.27500,61.98500,9.04750,15.03901,24.34312,18.42543,83.18750,58.07769,0.47170,562.00000
33.30769,31.58462,16.90000,13.26496,40.15846,22.79066,83.26923,80.16011,0.68966,500.00000
35.70000,60.18000,7.63000,16.86268,15.43250,14.37060,89.25000,0.00000,1.33333,0.00000
46.95385,16.84308,23.12000,16.53993,42.06846,32.66480,117.38462,109.94687,0.58696,562.00000
38.84444,14.56000,20.09333,15.07154,43.75667,26.29656,97.11111,457.63636,1.17857,312.00000
32.18667,43.64800,11.23467,14.84765,32.07200,17.05864,80.46667,36.51702,0.98305,500.00000
32.18478,61.41522,8.78891,14.78463,40.80500,17.33159,80.46196,76.82971,0.78740,562.00000
34.39087,53.73443,11.98740,14.57699,36.64365,21.73658,85.97717,48.29067,0.84000,562.00000
63.01728,-2.24000,31.96000,19.74027,52.95111,44.08071,157.54321,30.50671,1.18182,562.00000
34.00000,40.00000,12.01333,15.43350,29.38000,18.21192,85.00000,342.92534,2.00000,438.00000
89.93557,-85.04054,58.18497,23.00187,81.34121,59.48865,224.83893,55.58770,1.37179,438.00000
32.86316,39.50316,12.92421,14.55153,25.88632,19.45788,82.15789,51.90758,1.00000,188.00000
27.17861,54.39444,8.08428,13.69577,32.77882,11.07249,67.94652,56.41647,0.83077,562.00000
33.38621,69.40276,7.66138,15.24536,25.08345,17.77721,83.46552,78.06745,0.52174,438.00000
50.00000,-13.80000,33.42000,14.71000,52.28750,33.60906,125.00000,88.22581,2.06452,375.00000
32.13751,68.32199,7.09725,15.12426,22.77777,15.58907,80.34378,89.69689,0.77686,562.00000
20.06753,59.64260,7.01835,11.04760,26.81974,8.37730,50.16883,76.14351,1.00000,562.00000
23.66154,62.94154,8.28000,11.56899,34.90462,13.81554,59.15385,83.46909,1.55556,250.00000
53.71429,5.08571,28.59429,17.25921,49.70286,37.56566,134.28571,66.98136,0.97727,562.00000
34.44900,59.80610,8.90771,15.73709,25.87944,17.77721,86.12249,43.93090,0.72603,500.00000
36.97349,77.18425,6.82208,16.51446,19.84021,19.57241,92.43372,60.87736,0.92308,625.00000
28.41634,47.48386,10.43411,13.48656,33.46787,15.29356,71.04084,93.66526,0.65347,688.00000
49.75814,12.16372,21.90791,18.62163,38.92930,33.14029,124.39535,45.08816,0.86207,500.00000
32.32093,49.59349,11.99116,14.06674,34.76465,20.05185,80.80233,77.16520,1.01299,438.00000
43.22051,55.88308,12.02667,17.88200,27.00154,25.89689,108.05128,70.14598,3.80000,438.00000
43.28889,24.56000,18.64889,16.82599,33.02333,28.57742,108.22222,25.57496,1.10526,250.00000
30.56646,42.87503,13.27627,13.21171,33.69143,19.68627,76.41615,73.66134,0.79699,625.00000
38.00000,22.40000,19.80000,14.30500,47.85500,26.29656,95.00000,103.74087,0.66667,625.00000
39.21961,44.18588,13.61137,16.35679,24.95333,24.12455,98.04902,65.57869,1.54167,375.00000
32.11111,67.40000,9.62889,13.87561,25.47333,20.24597,80.27778,48.30014,1.20370,625.00000
30.72192,50.59825,10.36260,14.20137,26.88322,16.87421,76.80481,98.81022,1.50820,438.00000
36.20678,26.91322,16.94542,14.73428,35.78339,23.79809,90.51695,39.79521,0.91304,438.00000
58.33247,-22.39169,34.03169,18.32414,57.96831,40.76149,145.83117,64.88544,1.03571,500.00000
35.69697,68.16970,8.64364,15.74238,29.80121,20.24597,89.24242,119.95668,1.51429,688.00000
25.89010,68.55808,5.59896,13.41400,25.40039,8.98186,64.72525,65.99590,0.76829,500.00000
